document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2021-05-20,9987255,COLE PAPERS INC,12027125,,2021-05-28,649826,672.07,11.0,TRANSPORTATION,,,,
2021-05-19,IH09552,AG SYSTEMS INC,12021481,,2021-05-28,649606,25.76,11.0,TRANSPORTATION,,,,
2021-05-20,512807795,MIDAMERICAN ENERGY COMPANY,12025501,,2021-05-28,649680,1230.14,11.0,TRANSPORTATION,,,,
2021-05-12,407105,CITY OF MITCHELL,12054862,02,2021-05-28,649645,19.0,11.0,TRANSPORTATION,,,,
2021-05-12,407062,CITY OF MITCHELL,12054862,02,2021-05-28,649644,23.4,11.0,TRANSPORTATION,,,,
2021-05-20,684424,RAMKOTA COMPANIES INC,12031730,,2021-05-28,649451,150.0,11.0,TRANSPORTATION,,,,
2021-03-19,11852,STOCKWELL ENGINEERS INC,12040386,,2021-05-28,649968,14136.0,16.0,MILITARY,,,,
2020-12-08,DSR4440 PW1370,VNDR   12625583,12625583,,2021-05-28,649177,5754.31,14.0,PUBLIC SAFETY,,,,
2021-05-20,839078,A & B BUSINESS INC,12036980,,2021-05-28,649112,63.86,11.0,TRANSPORTATION,,,,
2021-05-12,126884,BLACKSTRAP INC,12241692,,2021-05-28,649589,2045.74,11.0,TRANSPORTATION,,,,
2021-05-21,2348681,RUNNING SUPPLY INC,12021713,,2021-05-28,649560,79.98,11.0,TRANSPORTATION,,,,
2021-05-18,5700364258-MAY21,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-28,649912,6622.7,17.0,VETERANS' AFFAIRS,,,,
2021-05-21,5212021,DAKOTA ENVIROMENTAL INC,12045033,,2021-05-28,649120,1048.0,11.0,TRANSPORTATION,,,,
2021-05-21,52120211,DAKOTA ENVIROMENTAL INC,12045033,,2021-05-28,649119,1127.0,11.0,TRANSPORTATION,,,,
2021-05-24,175056T,SIOUX EQUIPMENT CO,12033342,,2021-05-28,649122,105.96,11.0,TRANSPORTATION,,,,
2021-05-24,22648,AMERICAN ELECTRIC CONSTRUCTION,12610857,,2021-05-28,649125,1790.48,11.0,TRANSPORTATION,,,,
2021-05-25,49648,PFITZER PEST CONTROL LLC,12209626,,2021-05-28,649573,86.82,11.0,TRANSPORTATION,,,,
2020-11-04,3629,LEVINSON ENTERPRISES INC,12063653,,2021-05-28,629610,12920.0,14.0,PUBLIC SAFETY,,,,
2021-05-17,3874,SALOMON SANITATION,12170758,,2021-05-28,650256,242.25,8.0,SOCIAL SERVICES,,,,
2021-05-04,INV8712226,MARCO TECHNOLOGIES LLC,12201534,,2021-05-28,649334,160.25,6.0,"GAME, FISH AND PARKS",,,,
2021-05-18,DEBORE-MAY21,VNDR   12601444,12601444,,2021-05-28,649932,1100.0,17.0,VETERANS' AFFAIRS,,,,
2021-05-17,3874,SALOMON SANITATION,12170758,,2021-05-28,650256,8.15,29.0,ATTORNEY GENERAL,,,,
2021-05-13,21085,CRAWFORD MARKETING AND CONSULT,12004236,,2021-05-28,649118,1595.0,11.0,TRANSPORTATION,,,,
2021-05-12,AVERA-APR21,AVERA HEALTH,12044986,04,2021-05-28,649908,390.0,17.0,VETERANS' AFFAIRS,,,,
2021-05-17,5172021I229,ANDYS TREE AND LANDSCAPING,12382797,,2021-05-28,649614,2500.0,11.0,TRANSPORTATION,,,,
2021-05-13,648064,DUDLEY LAUNDRY CO,12057489,,2021-05-28,649653,40.29,11.0,TRANSPORTATION,,,,
2021-05-13,9229496144-MAY21,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-28,649910,197.74,17.0,VETERANS' AFFAIRS,,,,
2021-05-15,1100835390,INSIGHT PUBLIC SECTOR,12017954,,2021-05-28,650288,861.78,8.0,SOCIAL SERVICES,,,,
2021-05-14,568093,CENTURY BUSINESS PRODUCTS INC,12039139,,2021-05-28,649918,64.35,17.0,VETERANS' AFFAIRS,,,,
2021-04-06,DCC368500,SANFORD MEDICAL CENTER,12029851,05,2021-05-28,650011,100.9,19.0,HUMAN SERVICES,,,,
2021-05-18,7270605795,MCKESSON CORPORATION,12125822,,2021-05-28,649925,71.81,17.0,VETERANS' AFFAIRS,,,,
2021-05-19,88155672,BOMGAARS SUPPLY INC,12024635,03,2021-05-28,649914,123.45,17.0,VETERANS' AFFAIRS,,,,
2021-05-25,1954458090,ARAMARK UNIFORM SERVICE,12126178,03,2021-05-28,650257,19.9,8.0,SOCIAL SERVICES,,,,
2021-05-20,IN838531,A & B BUSINESS INC,12036980,,2021-05-28,649982,81.33,18.0,CORRECTIONS,,,,
2021-05-20,IN838534,A & B BUSINESS INC,12036980,,2021-05-28,649985,129.9,18.0,CORRECTIONS,,,,
2021-05-20,IN838535,A & B BUSINESS INC,12036980,,2021-05-28,649986,74.55,18.0,CORRECTIONS,,,,
2021-05-13,747785,FARNAMS GENUINE PARTS INC,12022095,02,2021-05-28,649597,19.98,11.0,TRANSPORTATION,,,,
2021-05-21,12125,SOUTH DAKOTA NEWSPAPER SERV,12029665,,2021-05-28,650271,143.46,8.0,SOCIAL SERVICES,,,,
2021-05-13,9900354615,GRAINGER,12016771,16,2021-05-28,649667,151.85,11.0,TRANSPORTATION,,,,
2021-05-18,2032040100521,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-28,649835,54.8,11.0,TRANSPORTATION,,,,
2021-05-13,6862337,DAKOTA FLUID POWER INC,12044237,,2021-05-28,649601,1.47,11.0,TRANSPORTATION,,,,
2021-05-13,6862336,DAKOTA FLUID POWER INC,12044237,,2021-05-28,649602,334.6,11.0,TRANSPORTATION,,,,
2021-05-18,298204/1,OLSONS HARDWARE INC,12047229,,2021-05-28,649704,39.99,11.0,TRANSPORTATION,,,,
2020-07-01,1600-449-11 2,SOUTH DAKOTA MILITARY,12618619,,2021-05-28,418135,1044.0,17.0,VETERANS' AFFAIRS,,,,
2021-05-18,1357,PDQ SERVICE LLC,12605551,,2021-05-28,649121,561.98,11.0,TRANSPORTATION,,,,
2021-05-17,72660,MITCHELL IRON & SUPPLY,12028948,,2021-05-28,649608,433.42,11.0,TRANSPORTATION,,,,
2021-05-17,SDSIU379814,FASTENAL COMPANY,12021515,,2021-05-28,649635,331.54,11.0,TRANSPORTATION,,,,
2021-05-24,21SC08A301-MAY7,ELIOR INC,12548705,,2021-05-28,650263,12980.25,8.0,SOCIAL SERVICES,,,,
2021-04-27,32433,SPINK COUNTY FARM & HARDWARE,12117874,,2021-05-28,649856,110.96,11.0,TRANSPORTATION,,,,
2021-05-18,6863441,DAKOTA FLUID POWER INC,12044237,,2021-05-28,649821,90.43,11.0,TRANSPORTATION,,,,
2021-05-19,175099,TJN ENTERPRISES INC,12025301,,2021-05-28,649617,363.0,11.0,TRANSPORTATION,,,,
2021-05-19,2209694,SIMON CONTRACTORS OF SD INC,12047408,,2021-05-28,649564,1505.38,11.0,TRANSPORTATION,,,,
2021-05-19,2801290752,ARAMARK UNIFORM & CAREER,12621433,02,2021-05-28,649651,20.86,11.0,TRANSPORTATION,,,,
2021-05-19,3477460912,STAPLES CONTRACT & COMMERCIALC,12163692,01,2021-05-28,649616,177.04,11.0,TRANSPORTATION,,,,
2021-05-19,3477460913,STAPLES CONTRACT & COMMERCIALC,12163692,01,2021-05-28,649615,125.94,11.0,TRANSPORTATION,,,,
2021-05-06,299052/2,AUTO BODY SPECIALTIES INC,12039152,,2021-05-28,649994,862.0,18.0,CORRECTIONS,,,,
2021-05-13,D158934,CDW GOVERNMENT INC,12018139,01,2021-05-28,650209,45.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-05-19,DCC456716,BROWN CLINIC PLLP,12053212,,2021-05-28,650015,641.55,19.0,HUMAN SERVICES,,,,
2021-05-20,162115389,CITY OF VERMILLION,12055156,,2021-05-28,649954,28.46,16.0,MILITARY,,,,
2021-05-18,6863342,DAKOTA FLUID POWER INC,12044237,,2021-05-28,649819,318.0,11.0,TRANSPORTATION,,,,
2021-04-27,151308,BDB INVESTMENT ENTERPRISES,12541631,01,2021-05-28,649845,87.85,11.0,TRANSPORTATION,,,,
2021-05-18,600153970,POMPS TIRE SERVICE INC,12019738,,2021-05-28,649709,20.0,11.0,TRANSPORTATION,,,,
2021-05-18,600153670,POMPS TIRE SERVICE INC,12019738,,2021-05-28,649664,4358.4,11.0,TRANSPORTATION,,,,
2021-05-18,48200688220521,BLACK HILLS POWER & LIGHT CO,12028526,,2021-05-28,649836,39.16,11.0,TRANSPORTATION,,,,
2021-05-18,34283,GREGORY COUNTY HIGHWAY DEPT,12054356,10,2021-05-28,649650,9.63,11.0,TRANSPORTATION,,,,
2021-05-18,2101605,SACRISON PAVING INC,12008517,01,2021-05-28,649557,21999.45,11.0,TRANSPORTATION,,,,
2021-05-17,162115385,SIOUX FALLS UTILITIES,12055054,06,2021-05-28,649951,4938.38,16.0,MILITARY,,,,
2021-05-18,162115396,YANKTON-CITY OF,12055287,,2021-05-28,649961,174.03,16.0,MILITARY,,,,
2021-05-19,7510070521,BELLE FOURCHE-CITY OF,12054278,02,2021-05-28,649563,58.71,11.0,TRANSPORTATION,,,,
2021-05-18,6863339,DAKOTA FLUID POWER INC,12044237,,2021-05-28,649815,500.0,11.0,TRANSPORTATION,,,,
2021-05-24,DCM10548065,AVERA MCKENNAN,12029758,27,2021-05-28,650037,12.03,19.0,HUMAN SERVICES,,,,
2020-07-01,0601-449-81 FY21,STUKEL PROPERTIES LLC,12615511,,2021-05-28,400022,600.19,6.0,"GAME, FISH AND PARKS",,,,
2021-05-05,53221,MENARDS INC,12019798,,2021-05-28,649444,142.37,11.0,TRANSPORTATION,,,,
2021-04-16,126500,BLACKSTRAP INC,12241692,,2021-05-28,649732,1943.07,11.0,TRANSPORTATION,,,,
2021-04-30,A018325,GAMING LABORATORIES INTL LLC,12194852,,2021-05-28,650237,245.0,28.0,LOTTERY,,,,
2021-04-30,A018321,GAMING LABORATORIES INTL LLC,12194852,,2021-05-28,650235,105.0,28.0,LOTTERY,,,,
2021-05-13,SDMIT156469,FASTENAL COMPANY,12021515,,2021-05-28,649610,66.25,11.0,TRANSPORTATION,,,,
2021-02-03,536615,NATIONAL ASSN  EDUC YNG CHILD,12018401,,2021-05-28,649167,150.0,12.0,EDUCATION,,,,
2021-03-30,80101276,AGTEGRA COOPERATIVE,12029118,,2021-05-28,649440,179.8,11.0,TRANSPORTATION,,,,
2021-05-06,72543,MITCHELL IRON & SUPPLY,12028948,,2021-05-28,649607,82.76,11.0,TRANSPORTATION,,,,
2021-05-20,162115392,MONTANA-DAKOTA UTILITIES,12020954,12,2021-05-28,649957,135.99,16.0,MILITARY,,,,
2021-05-17,126940,BLACKSTRAP INC,12241692,,2021-05-28,649591,1974.27,11.0,TRANSPORTATION,,,,
2020-06-29,SC12121A002-2021,COMMUNITY ENHANCEMENT LLC,12616589,,2021-05-28,400645,13912.5,12.0,EDUCATION,,,,
2021-05-12,299426/2,AUTO BODY SPECIALTIES INC,12039152,,2021-05-28,649997,812.85,18.0,CORRECTIONS,,,,
2021-05-20,1110,TNA ELECTRIC LLC,12616065,,2021-05-28,649130,814.18,11.0,TRANSPORTATION,,,,
2021-05-15,518943,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-28,649718,25.71,11.0,TRANSPORTATION,,,,
2021-05-15,518929,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-28,649698,3.37,11.0,TRANSPORTATION,,,,
2021-05-12,SI-38015,AMERICAN TRUCKBOXES,12608936,,2021-05-28,649674,2466.0,11.0,TRANSPORTATION,,,,
2021-05-11,5276,ABERDEEN VENTURES LLC,12120635,,2021-05-28,649173,150.0,14.0,PUBLIC SAFETY,,,,
2021-05-17,25525,ACTION SYSTEMS INC,12040781,,2021-05-28,649719,76.53,11.0,TRANSPORTATION,,,,
2021-05-13,407141,CITY OF MITCHELL,12054862,02,2021-05-28,649648,26.8,11.0,TRANSPORTATION,,,,
2021-05-17,25527,ACTION SYSTEMS INC,12040781,,2021-05-28,649721,114.8,11.0,TRANSPORTATION,,,,
2021-05-17,5160521,IRON OUTFITTER WASTE SERVICES,12562857,,2021-05-28,649838,131.41,11.0,TRANSPORTATION,,,,
2021-05-13,26718,BENDERS SEWER CLEANING,12040232,,2021-05-28,649659,925.0,11.0,TRANSPORTATION,,,,
2021-05-26,I68Q-01M,WOELBER EXCAVATING LLC,12609539,,2021-05-28,650136,500.0,11.0,TRANSPORTATION,,,,
2021-05-03,B26910A,BLUETARP FINANCIAL INC,12223726,01,2021-05-28,649873,29.99,11.0,TRANSPORTATION,,,,
2021-05-19,921394465,KONE INC,12017044,,2021-05-28,649966,1071.3,16.0,MILITARY,,,,
2021-04-20,126555,BLACKSTRAP INC,12241692,,2021-05-28,649586,1977.3,11.0,TRANSPORTATION,,,,
2021-05-23,39803,RK PAYROLL SOLUTIONS INC,12647440,,2021-05-28,650093,6360.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-05-17,APRIL2021,LAWRENCE & SCHILLER INC,12035149,,2021-05-28,650230,98506.76,28.0,LOTTERY,,,,
2021-05-26,IN3364963,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-05-28,650231,268.13,28.0,LOTTERY,,,,
2021-05-14,222104,3D SPECIALTIES INC,12154482,,2021-05-28,649572,3661.95,11.0,TRANSPORTATION,,,,
2021-05-28,M061JT295,"KNUDSEN, STANLEY",12075054,,2021-05-28,M650442,10625.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-10,8869449,MIDWEST MOTOR SUPPLY CO INC,12014862,,2021-05-28,649875,229.33,11.0,TRANSPORTATION,,,,
2021-05-13,B29998/5,BLUETARP FINANCIAL INC,12223726,01,2021-05-28,649441,19.96,11.0,TRANSPORTATION,,,,
2021-04-13,126101,VNDR   12608304,12608304,,2021-05-28,649346,194.4,6.0,"GAME, FISH AND PARKS",,,,
2020-10-01,10.1.20-6.1.21,UNKE-LYONS INC,12030794,,2021-05-28,490772,752.75,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-05-20,86785,MENARDS,12019798,10,2021-05-28,650250,99.99,8.0,SOCIAL SERVICES,,,,
2021-04-22,990196,FARNAMS GENUINE PARTS INC,12022095,,2021-05-28,649870,29.88,11.0,TRANSPORTATION,,,,
2021-05-21,12126,SOUTH DAKOTA NEWSPAPER SERV,12029665,,2021-05-28,650270,148.23,8.0,SOCIAL SERVICES,,,,
2021-05-04,DCM9784652,DAKOTA VISION CENTER,12046657,01,2021-05-28,650028,12.03,19.0,HUMAN SERVICES,,,,
2021-06-01,1B5F9124AE,OAHE YOUNG MENS CHRISTIAN ASSN,12012630,,2021-05-28,1B5F9124AE,9552.72,33.0,STATE AUDITOR,,,,
2021-06-01,4C7E8809F2,CAPITAL AREA UNITED WAY,12042059,,2021-05-28,4C7E8809F2,2102.51,33.0,STATE AUDITOR,,,,
2021-06-01,A7AF68AF21,UNITED WAY - HEARTLAND REGION,12031734,,2021-05-28,A7AF68AF21,35.0,33.0,STATE AUDITOR,,,,
2021-05-26,051521CON210215,MAXIM HEALTHCARE SERVICES HOL,12650223,,2021-05-28,650095,65468.75,9.0,HEALTH,,,,
2021-04-20,DCT346531,VNDR   12106554,12106554,,2021-05-28,650005,77.28,19.0,HUMAN SERVICES,,,,
2021-05-27,0321CON210152,AMERICAN CANCER SOCIETY INC,12004569,,2021-05-28,650447,1954.28,9.0,HEALTH,,,,
2021-05-27,0421CON210554,AVERA HEALTH,12044986,04,2021-05-28,650452,25000.0,9.0,HEALTH,,,,
2021-04-19,B24898A,BLUETARP FINANCIAL INC,12223726,01,2021-05-28,649854,13.99,11.0,TRANSPORTATION,,,,
2021-05-17,9308461697,LAWSON PRODUCTS INC,12223515,01,2021-05-28,649813,9.5,11.0,TRANSPORTATION,,,,
2021-05-24,1602200056,ARAMARK UNIFORM & CAREER,12621433,01,2021-05-28,649538,11.04,11.0,TRANSPORTATION,,,,
2021-04-22,B25364A,BLUETARP FINANCIAL INC,12223726,01,2021-05-28,649872,84.69,11.0,TRANSPORTATION,,,,
2021-05-12,58851,MENARDS,12019798,05,2021-05-28,649629,241.52,11.0,TRANSPORTATION,,,,
2021-05-28,M061JT295,"REIS, PAMELA",12597002,,2021-05-28,M650442,3045.0,6.0,"GAME, FISH AND PARKS",,,,
2021-04-26,DCM8740865,HUNTER HEALTH CLINIC INC,12662474,,2021-05-28,650021,22.26,19.0,HUMAN SERVICES,,,,
2021-05-14,INV-00207187,HARMS OIL COMPANY,12035024,04,2021-05-28,649633,18770.79,11.0,TRANSPORTATION,,,,
2021-05-05,35663741,GEN-PROBE SALES AND SERVICE,12015394,,2021-05-28,649108,9.03,9.0,HEALTH,,,,
2021-05-19,D414633,CDW GOVERNMENT INC,12018139,01,2021-05-28,648993,453.0,8.0,SOCIAL SERVICES,,,,
2021-05-19,D412948,CDW GOVERNMENT INC,12018139,01,2021-05-28,648992,1896.0,8.0,SOCIAL SERVICES,,,,
2021-05-18,70416811,BOMGAARS SUPPLY INC,12024635,01,2021-05-28,649656,7.99,11.0,TRANSPORTATION,,,,
2021-05-11,0101039,PENNER PATIENT CARE INC,12163777,,2021-05-28,649938,627.22,17.0,VETERANS' AFFAIRS,,,,
2021-05-01,1VRR-D6HJ97L7,AMAZON CAPITAL SERVICES INC,12603089,,2021-05-28,649907,1498.89,17.0,VETERANS' AFFAIRS,,,,
2021-05-15,649-051521,A TO Z WORLD LANGUAGES INC,12019401,,2021-05-28,649980,38.0,18.0,CORRECTIONS,,,,
2021-05-12,72615,MITCHELL IRON & SUPPLY,12028948,,2021-05-28,649592,497.43,11.0,TRANSPORTATION,,,,
2021-05-13,01 736978,BIERSCHBACH EQUIPMENT & SUPPLY,12036267,01,2021-05-28,649705,440.1,11.0,TRANSPORTATION,,,,
2021-05-18,600153977,POMPS TIRE SERVICE INC,12019738,,2021-05-28,649708,620.0,11.0,TRANSPORTATION,,,,
2021-05-25,DCM10666592,CIOX HEALTH LLC,12115581,01,2021-05-28,650041,12.03,19.0,HUMAN SERVICES,,,,
2021-04-13,04P1053,BOYER FORD TRUCKS INC,12021023,,2021-05-28,649876,348.7,11.0,TRANSPORTATION,,,,
2021-04-21,151157,BDB INVESTMENT ENTERPRISES,12541631,01,2021-05-28,649855,22.78,11.0,TRANSPORTATION,,,,
2021-04-13,126456,BLACKSTRAP INC,12241692,,2021-05-28,649722,1838.04,11.0,TRANSPORTATION,,,,
2020-07-01,0601-449-64 FY21,CITY OF WINNER,12055263,,2021-05-28,400011,681.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-18,440991100070521,MONTANA-DAKOTA UTILITIES,12020954,12,2021-05-28,649448,228.73,11.0,TRANSPORTATION,,,,
2021-04-14,04P1090,BOYER FORD TRUCKS INC,12021023,,2021-05-28,649877,64.88,11.0,TRANSPORTATION,,,,
2020-07-01,0601-449-57 FY21,MOELLER PROPERTIES LLC,12289213,,2021-05-28,420138,250.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-25,DCM10607824,SHARECARE HEALTH DATA SERVICES,12443553,01,2021-05-28,650039,10.76,19.0,HUMAN SERVICES,,,,
2021-05-28,M061JT295,"NELSON, TIMOTHY",12064194,,2021-05-28,M650442,1976.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-28,M061JT295,HOLUM FARMS INC,12663102,,2021-05-28,M650442,2400.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-28,M061JT295,"DIEDRICH, LARRY",12662716,,2021-05-28,M650442,1800.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-28,M061JT295,"CARSON, JEAN V",12564076,,2021-05-28,M650442,1000.0,6.0,"GAME, FISH AND PARKS",,,,
2021-05-17,IH09493,AG SYSTEMS INC,12021481,,2021-05-28,649605,4.6,11.0,TRANSPORTATION,,,,
2021-05-12,747704,FARNAMS GENUINE PARTS INC,12022095,02,2021-05-28,649595,39.95,11.0,TRANSPORTATION,,,,
2021-05-12,SDMIT156428,FASTENAL COMPANY,12021515,,2021-05-28,649611,260.46,11.0,TRANSPORTATION,,,,
2021-04-30,I-0001208926,HOGAN ASSESSMENT SYSTEMS,12576984,,2021-05-28,650218,1700.0,14.0,BUREAU OF HUMAN RESOURCES,,,,
2021-05-03,126759,BLACKSTRAP INC,12241692,,2021-05-28,649724,1942.84,11.0,TRANSPORTATION,,,,
2021-04-20,29689573,APH STORES INC,12558584,14,2021-05-28,649860,48.48,11.0,TRANSPORTATION,,,,
2021-05-13,04PS0669930,BUTLER MACHINERY COMPANY,12027105,02,2021-05-28,645528,12.63,11.0,TRANSPORTATION,,,,
2021-05-28,M061JT294,"ALBRECHT, WILBUR",12541339,,2021-05-28,M650441,588.0,6.0,"GAME, FISH AND PARKS",,,,
2021-06-01,6C75AD938A,INTERLAKES AREA UNITED WAY,12056397,,2021-05-28,6C75AD938A,52.14,33.0,STATE AUDITOR,,,,
2021-06-01,86A888DC78,UNITED WAY OF THE BLACK HILLS,12030641,,2021-05-28,86A888DC78,64.02,33.0,STATE AUDITOR,,,,
2021-06-01,A6893A26D9,UNITED WAY OF WATERTOWN,12037030,,2021-05-28,A6893A26D9,10.0,33.0,STATE AUDITOR,,,,
2021-06-01,ECB47D4E61,UNITED WAY & VOLUNTEER,12030401,,2021-05-28,ECB47D4E61,243.25,33.0,STATE AUDITOR,,,,
2021-04-30,23469941,MATHESON TRIGAS INC,12263878,04,2021-05-28,649102,821.38,9.0,HEALTH,,,,
2021-05-15,6722-4550,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-28,649670,56.36,11.0,TRANSPORTATION,,,,
2021-05-15,48746444,NOVEYA INCORPORATED,12053327,,2021-05-28,12053327,462.0,11.0,TRANSPORTATION,,,,
2021-05-28,M061JT295,"BECK, DORIS",12294629,,2021-05-28,M650442,6220.0,6.0,"GAME, FISH AND PARKS",,,,
2021-04-15,5771X05232021,AT&T MOBILITY II LLC,12279233,,2021-05-28,649133,946.4,11.0,TRANSPORTATION,,,,
2021-05-10,126840,BLACKSTRAP INC,12241692,,2021-05-28,649726,2144.61,11.0,TRANSPORTATION,,,,
2021-05-15,7691-4627,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-05-28,649717,29.18,11.0,TRANSPORTATION,,,,
2021-05-28,M061JT293,VNDR   12100162,12100162,,2021-05-28,M650440,5306.13,6.0,"GAME, FISH AND PARKS",,,,
2021-05-10,126842,BLACKSTRAP INC,12241692,,2021-05-28,649729,2078.82,11.0,TRANSPORTATION,,,,
2021-05-18,04P2228,BOYER FORD TRUCKS INC,12021023,,2021-05-28,649640,330.36,11.0,TRANSPORTATION,,,,
2020-10-20,0601-449-84 FY21,"BOOM, JACOB D",12594117,,2021-05-28,491451,375.37,6.0,"GAME, FISH AND PARKS",,,,
2021-05-15,1100835393,INSIGHT PUBLIC SECTOR,12017954,,2021-05-28,650287,861.78,8.0,SOCIAL SERVICES,,,,
2021-05-12,DCM9659454,VNDR   12040142,12040142,,2021-05-28,650025,35.0,19.0,HUMAN SERVICES,,,,
2021-04-25,1938880-3,GRAY TELEVISION GROUP INC,12521950,01,2021-05-28,649201,4953.0,14.0,PUBLIC SAFETY,,,,
