document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2021-03-09,17956,SAYRE ASSOCIATES INC,12032228,,2021-03-31,608523,16818.57,11.0,TRANSPORTATION,,,,
2021-03-24,BR 738-001 0321,VNDR   12021166,12021166,15,2021-03-31,609143,2000.0,10.0,LABOR AND REGULATION,,,,
2021-03-20,3723,COMMUNICATIONS CENTER INC,12037044,,2021-03-31,608575,270.0,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-18,SDFL210318A,BECK MOTORS INC,12032416,,2021-03-31,608967,33166.0,6.0,"GAME, FISH AND PARKS",,,,
2021-03-26,5040,MISSOURI RIVERS EDGE LLC,12159033,,2021-03-31,608207,154.0,14.0,PUBLIC SAFETY,,,,
2021-03-23,12827810111886,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609170,165.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-18,ABN0321,NORTHWESTERN ENERGY,12028962,,2021-03-31,608269,532.21,6.0,"GAME, FISH AND PARKS",,,,
2021-03-26,DCC316144,GREG SWENSON PHD INC,12006649,,2021-03-31,609455,50.0,19.0,HUMAN SERVICES,,,,
2021-03-23,X202040116: 01,EDDIES TRUCK CENTER,12365069,01,2021-03-31,608417,148.2,11.0,TRANSPORTATION,,,,
2021-03-25,M1411100,TURNER COUNTY AUDITOR,12054945,08,2021-03-31,M608135,6890.17,14.0,PUBLIC SAFETY,,,,
2021-03-19,IN819082,A & B BUSINESS INC,12036980,,2021-03-31,609321,73.77,10.0,LABOR AND REGULATION,,,,
2021-02-16,01P19378,CRAWFORD TRUCKS & EQUIPMENT,12037417,,2021-03-31,609425,115.37,11.0,TRANSPORTATION,,,,
2021-03-25,26150,YANKTON FIRE & SAFETY CO,12006217,,2021-03-31,609033,173.25,18.0,CORRECTIONS,,,,
2021-02-27,20-1000-05022021,MY3TECH INC,12263781,,2021-03-31,609163,18437.0,10.0,LABOR AND REGULATION,,,,
2021-03-25,510721198,MIDAMERICAN ENERGY COMPANY,12025501,,2021-03-31,608248,1488.67,18.0,CORRECTIONS,,,,
2021-03-26,DCM7950629,MRO CORPORATION,12001913,,2021-03-31,609491,35.0,19.0,HUMAN SERVICES,,,,
2021-03-25,B13218330,SHI INTERNATIONAL CORP,12011614,02,2021-03-31,608929,31.99,7.0,TRIBAL RELATIONS,,,,
2021-03-16,031621,CORNERSTONES CAREER LRNG CTR,12046500,,2021-03-31,609311,308.65,10.0,LABOR AND REGULATION,,,,
2021-03-03,1061SZ,US HOTEL ACS VENTURES,12388353,,2021-03-31,608976,77.0,6.0,"GAME, FISH AND PARKS",,,,
2021-03-29,07JR-02,CORR CONSTRUCTION SERVICES,12119639,,2021-03-31,609575,30670.76,11.0,TRANSPORTATION,,,,
2021-03-15,5004-2737,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-03-31,608901,122.15,19.0,HUMAN SERVICES,,,,
2021-03-26,19412060-2021-03,SIOUX VALLEY SOUTHWESTERN ELEC,12029084,01,2021-03-31,609058,102.2,18.0,CORRECTIONS,,,,
2021-03-19,207919A/207918A,CORTEZ LLC,12166414,,2021-03-31,609150,154.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-29,21SC08B033-FEB,"BULLING, DENISE",12108456,,2021-03-31,608920,400.0,8.0,SOCIAL SERVICES,,,,
2021-03-19,IN819085,A & B BUSINESS INC,12036980,,2021-03-31,609318,83.22,10.0,LABOR AND REGULATION,,,,
2021-03-11,605999,FARNAMS GENUINE PARTS INC,12022095,,2021-03-31,609415,23.14,11.0,TRANSPORTATION,,,,
2021-03-31,M01CRF210330,VNDR   12500689,12500689,CV,2021-03-31,M609544,89055.38,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-31,M01CRF210330,VNDR   12575889,12575889,CV,2021-03-31,M609544,27546.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-31,M01CRF210330,VNDR   12636217,12636217,CV,2021-03-31,M609544,9331.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-25,M1411100,HAND COUNTY AUDITOR,12054856,05,2021-03-31,M608135,3102.6,14.0,PUBLIC SAFETY,,,,
2021-03-24,58571310-2021-03,MONTANA-DAKOTA UTILITIES,12020954,12,2021-03-31,608247,277.92,18.0,CORRECTIONS,,,,
2021-02-28,21-1000-01916006,LAWRENCE & SCHILLER INC,12035149,,2021-03-31,609155,673.12,10.0,LABOR AND REGULATION,,,,
2021-03-19,P37837204,RUSHMORE DISTRIBUTING INC,12046537,,2021-03-31,608334,28.04,6.0,"GAME, FISH AND PARKS",,,,
2021-03-22,SF611846,STATE STEEL SUPPLY OF SD,12025190,,2021-03-31,608232,182.0,18.0,CORRECTIONS,,,,
2021-03-31,M01CRF210330,VNDR   12194293,12194293,CV,2021-03-31,M609544,101046.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-23,00044267865,JOHNSON CONTROLS INC,12019653,,2021-03-31,609043,16687.16,18.0,CORRECTIONS,,,,
2021-03-25,M1411100,MARSHALL COUNTY AUDITOR,12054327,,2021-03-31,M608135,3683.18,14.0,PUBLIC SAFETY,,,,
2021-03-19,031921 LT,HAMLIN COUNTY SHERIFF,12054615,04,2021-03-31,609300,41.0,10.0,LABOR AND REGULATION,,,,
2021-03-19,03890010006 0221,MONTANA-DAKOTA UTILITIES,12020954,12,2021-03-31,609333,81.53,10.0,LABOR AND REGULATION,,,,
2021-03-19,1509480005 MAR21,CITY OF VERMILLION,12055156,,2021-03-31,609292,179.42,10.0,LABOR AND REGULATION,,,,
2021-03-19,IN819081,A & B BUSINESS INC,12036980,,2021-03-31,609322,180.51,10.0,LABOR AND REGULATION,,,,
2021-03-26,2021-04BLC,MINNESOTA ASSN FOR TREATMENT,12023107,,2021-03-31,609044,250.0,18.0,CORRECTIONS,,,,
2021-03-26,C124269,MISSION SHOPPING CENTER INC,12024888,,2021-03-31,608405,13.99,11.0,TRANSPORTATION,,,,
2021-03-27,04NL-02,ASPHALT SURFACING CO,12030842,,2021-03-31,609578,4893.98,11.0,TRANSPORTATION,,,,
2021-03-27,6568-04,COMPLETE CONCRETE INC,12362085,,2021-03-31,609570,613978.0,11.0,TRANSPORTATION,,,,
2021-03-09,4004,SOUTH DAKOTA READY MIX,12208752,,2021-03-31,608836,4275.0,11.0,TRANSPORTATION,,,,
2021-03-29,2021-04WS,"WILLIAMS, RUSSELL",12102559,,2021-03-31,609048,3600.0,18.0,CORRECTIONS,,,,
2020-09-30,SC12121C-036-3,BLACK HILLS SPECIAL SERVICES,12037282,,2021-03-31,608518,12307.6,12.0,EDUCATION,,,,
2021-03-22,83064155,BUILDERS FIRSTSOURCE INC,12555010,03,2021-03-31,609200,19.4,6.0,"GAME, FISH AND PARKS",,,,
2021-03-29,0221CON160312,FIDELITY NATIONAL INFORMATIONR,12542321,,2021-03-31,608927,8888.11,9.0,HEALTH,,,,
2021-02-06,RX472868,LEWIS FAMILY DRUG 71 MITCHELL,12050102,18,2021-03-31,607958,18.24,8.0,SOCIAL SERVICES,,,,
2021-03-25,M1411100,ROBERTS COUNTY AUDITOR,12055071,02,2021-03-31,M608135,7036.58,14.0,PUBLIC SAFETY,,,,
2021-03-25,M1411100,SPINK COUNTY AUDITOR,12055020,02,2021-03-31,M608135,5262.62,14.0,PUBLIC SAFETY,,,,
2021-03-03,F4996,BROSZ ENGINEERING INC,12027853,03,2021-03-31,608520,747.89,11.0,TRANSPORTATION,,,,
2021-01-04,RX466578,LEWIS FAMILY DRUG 71 MITCHELL,12050102,18,2021-03-31,607961,18.24,8.0,SOCIAL SERVICES,,,,
2021-03-11,5454111,MONROE TRUCK EQUIPMENT INC,12404752,,2021-03-31,608410,19.37,11.0,TRANSPORTATION,,,,
2021-03-25,M1411100,TODD COUNTY AUDITOR,12055270,05,2021-03-31,M608135,67.84,14.0,PUBLIC SAFETY,,,,
2021-03-25,M1411100,MOBRIDGE CITY OF,12054872,,2021-03-31,M608135,2885.99,14.0,PUBLIC SAFETY,,,,
2021-03-26,032621BD,OTTER TAIL POWER COMPANY,12020975,03,2021-03-31,609211,20.31,6.0,"GAME, FISH AND PARKS",,,,
2021-03-22,0461082,SUDS & DUDS INC,12049672,,2021-03-31,609297,13.95,10.0,LABOR AND REGULATION,,,,
2021-03-15,5106376889 0221,NORTHERN STATES POWER COMPANY,12023853,,2021-03-31,609295,98.54,10.0,LABOR AND REGULATION,,,,
2021-02-19,5787,SUTRAN INC,12334005,,2021-03-31,608490,30.0,8.0,SOCIAL SERVICES,,,,
2021-03-22,83064073,BUILDERS FIRSTSOURCE INC,12555010,03,2021-03-31,609199,82.85,6.0,"GAME, FISH AND PARKS",,,,
2021-03-25,60466,NSG LOGISTICS LLC,12627168,,2021-03-31,609432,6986.71,11.0,TRANSPORTATION,,,,
2021-03-17,62272,JEN INC,12137721,,2021-03-31,609327,2472.5,10.0,LABOR AND REGULATION,,,,
2021-03-26,21SC08A322-MAR2,"HAJEK, THOMAS J",12586535,,2021-03-31,608192,2175.0,8.0,SOCIAL SERVICES,,,,
2021-03-26,INV8488171,MARCO TECHNOLOGIES LLC,12201534,,2021-03-31,608789,87.01,8.0,SOCIAL SERVICES,,,,
2021-03-22,015491601-032221,CLARITY TELECOM LLC,12479166,02,2021-03-31,609174,85.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-25,M1411100,YANKTON COUNTY AUDITOR,12055290,07,2021-03-31,M608135,17710.89,14.0,PUBLIC SAFETY,,,,
2021-03-26,DCM8007693,CARROLL INSTITUTE,12037492,,2021-03-31,609498,12.03,19.0,HUMAN SERVICES,,,,
2021-03-04,9D4YOO3SMK,US HOTEL ACS VENTURES,12388353,,2021-03-31,608978,110.0,6.0,"GAME, FISH AND PARKS",,,,
2021-01-29,11AC0003815-8,MOBRIDGE CITY OF,12054872,,2021-03-31,608536,17993.2,11.0,TRANSPORTATION,,,,
2021-03-23,11582240111886,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609173,16.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-19,570100064,AGTEGRA COOPERATIVE,12029118,,2021-03-31,608360,1031.96,11.0,TRANSPORTATION,,,,
2021-03-12,6057735086 0321,COUGAR MOUNTAIN SOFTWARE,12205121,,2021-03-31,609307,50.0,10.0,LABOR AND REGULATION,,,,
2021-03-28,38906,RK PAYROLL SOLUTIONS INC,12647440,,2021-03-31,608501,6360.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-19,449124,M G OIL COMPANY,12035221,,2021-03-31,609433,3147.0,11.0,TRANSPORTATION,,,,
2021-03-23,21203232021,US POSTAL SERVICE,12005421,73,2021-03-31,609102,1000.0,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-03-23,03232021,ASSOCIATION OF GOVERNMENT,12168990,,2021-03-31,608980,440.0,6.0,"GAME, FISH AND PARKS",,,,
2021-03-26,0321CON210118,MEWS SERVICES INC,12043927,,2021-03-31,609027,545.67,9.0,HEALTH,,,,
2021-03-15,2110302826,VNDR   12125533,12125533,15,2021-03-31,608470,193381.11,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-30,0111051,ASSOCIATION OF GOVERNMENT ACCT,12293962,,2021-03-31,608576,160.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2021-03-18,031821 PR,MINNEHAHA COUNTY SHERIFF,12055058,06,2021-03-31,609304,30.0,10.0,LABOR AND REGULATION,,,,
2021-03-22,INV8567951,MARCO TECHNOLOGIES LLC,12201534,,2021-03-31,608250,71.14,18.0,CORRECTIONS,,,,
2021-03-22,6437,SIOUX FALLS RUBBER STAMP WORKS,12036365,,2021-03-31,608282,52.4,6.0,"GAME, FISH AND PARKS",,,,
2021-03-19,01203280654 0221,MONTANA-DAKOTA UTILITIES,12020954,12,2021-03-31,609334,261.2,10.0,LABOR AND REGULATION,,,,
2021-03-25,IM38496,PREMIER EQUIPMENT LLC,12010144,,2021-03-31,608338,80.85,6.0,"GAME, FISH AND PARKS",,,,
2021-03-11,DCM6724291,AVERA ST LUKES,12029725,01,2021-03-31,607650,35.0,19.0,HUMAN SERVICES,,,,
2021-03-16,2053862,CALL ONE INC,12115928,,2021-03-31,609330,225.0,10.0,LABOR AND REGULATION,,,,
2021-03-16,IN3293244,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-03-31,609326,101.4,10.0,LABOR AND REGULATION,,,,
2021-03-24,DCM7662753,MRO CORPORATION,12001913,,2021-03-31,607666,33.76,19.0,HUMAN SERVICES,,,,
2021-03-26,DCM8100198,AVERA MCKENNAN,12029758,93,2021-03-31,609516,11.79,19.0,HUMAN SERVICES,,,,
2021-03-15,IN816778,A & B BUSINESS INC,12036980,,2021-03-31,608898,6.05,19.0,HUMAN SERVICES,,,,
2020-10-20,0601-449-84 FY21,"BOOM, JACOB D",12594117,,2021-03-31,491451,375.37,6.0,"GAME, FISH AND PARKS",,,,
2021-02-28,SIN277692,MEDICAL PRIORITY CONSULTANTS,12263255,,2021-03-31,609133,365.0,29.0,ATTORNEY GENERAL,,,,
2021-03-19,8117861220,CITY OF ABERDEEN,12054223,12,2021-03-31,609564,10790.77,11.0,TRANSPORTATION,,,,
2021-03-22,032221,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609135,724.4,29.0,ATTORNEY GENERAL,,,,
2021-01-11,21-1094,STROHMAN ENTERPRISE INC,12658626,,2021-03-31,608948,1961.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-23,12849950111886,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609124,75.0,29.0,ATTORNEY GENERAL,,,,
2020-07-01,0601-449-56 FY21,EDMUNDS COUNTY AUDITOR,12042303,02,2021-03-31,400006,66.74,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-62 FY21,MARSHALL COUNTY AUDITOR,12054327,,2021-03-31,400009,100.0,6.0,"GAME, FISH AND PARKS",,,,
2021-03-15,9334159,CDW GOVERNMENT INC,12018139,01,2021-03-31,608458,282.7,29.0,ATTORNEY GENERAL,,,,
2021-03-12,112027 & 112028,RUSSELL ENTERPRISES INC,12201580,,2021-03-31,608457,288.0,29.0,ATTORNEY GENERAL,,,,
2021-03-03,13011,KELLEY ELECTRONICS INC,12545235,,2021-03-31,608454,235.35,29.0,ATTORNEY GENERAL,,,,
2021-03-24,7-316-97356,FEDERAL EXPRESS CORP,12117623,,2021-03-31,609131,157.23,29.0,ATTORNEY GENERAL,,,,
2021-03-03,678583391,METTLER-TOLEDO RAININ LLC,12530721,01,2021-03-31,608452,624.44,29.0,ATTORNEY GENERAL,,,,
2021-03-17,031721 AH,BROWN COUNTY SHERIFF,12054226,07,2021-03-31,609305,24.0,10.0,LABOR AND REGULATION,,,,
2021-03-11,48111,WILLRODT FORD INC,12419799,,2021-03-31,608625,128.15,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-22,120840201-032221,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609169,208.9,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-20,05W8-15,LOISEAU CONSTRUCTION INC,12041555,,2021-03-31,609585,86602.11,11.0,TRANSPORTATION,,,,
2020-10-01,10.1.20-6.1.21,UNKE-LYONS INC,12030794,,2021-03-31,490772,250.9,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-03-15,5638-2768,QUALIFIED PRESORT SERVICE LLC,12011039,,2021-03-31,609108,150.46,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2021-03-24,869300699113,US BANK NA,12014403,09,2021-03-31,609165,982.72,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-03-25,122220,G & R CONTROLS INC,12039900,,2021-03-31,609283,16976.85,8.0,SOCIAL SERVICES,,,,
2021-01-13,9941,SOUTH DAKOTA CHAMBER OF,12128261,,2021-03-31,608577,21.25,12.0,BUREAU OF ADMINISTRATION,,,,
2021-03-17,SC12121G-101-F,AVON SCHOOL DISTRICT 4-1,12055333,,2021-03-31,608059,1477.45,12.0,EDUCATION,,,,
2021-03-19,21SC08A307-FEB5,YANKTON MEDICAL CLINIC PC,12037575,,2021-03-31,610029,16.0,8.0,SOCIAL SERVICES,,,,
2021-03-17,6575675,RUNNING SUPPLY INC,12021713,,2021-03-31,609421,70.52,11.0,TRANSPORTATION,,,,
2021-03-23,14159520111886,MIDCONTINENT COMMUNICATIONS,12023782,04,2021-03-31,609129,80.5,29.0,ATTORNEY GENERAL,,,,
2021-03-19,44495793,NUTRIEN AG SOLUTIONS INC,12003060,02,2021-03-31,608301,14872.7,6.0,"GAME, FISH AND PARKS",,,,
