document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2021-06-20,M1210341,MONTROSE PUBLIC SCHOOL,12055674,01,2021-06-25,M671613,104376.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MCINTOSH SCHOOL 15-1,12055443,01,2021-06-25,M671613,56913.0,12.0,EDUCATION,,,,
2020-09-01,21I012 SEP-JUN21,PREMIER FACILITY MAINTENANCE,12483694,,2021-06-25,458191,2257.29,10.0,LABOR AND REGULATION,,,,
2021-05-21,21I023MAY-JUNE21,ALYSSA PAHL,12565107,01,2021-06-25,647387,91.62,10.0,LABOR AND REGULATION,,,,
2020-10-15,SFY21 RENT 11-07,EP ENTERPRISES LLC,12608207,,2021-06-25,492443,9026.15,8.0,SOCIAL SERVICES,,,,
2021-06-25,439544X,NETSMART TECHNOLOGIES INC,12218284,,2021-06-25,668928C,205453.25,8.0,SOCIAL SERVICES,,,,
2020-07-15,SFY21 RENT 8-7,"MAHER, GLORIA",12092811,,2021-06-25,413928,788.0,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,LANGFORD AREA SCHOOL DIST 45-5,12239839,,2021-06-25,M671613,44987.0,12.0,EDUCATION,,,,
2020-10-15,SFY21 RENT 11-07,DEN-WIL INVESTMENTS INC,12025145,,2021-06-25,492445,3024.58,10.0,LABOR AND REGULATION,,,,
2021-06-20,M1210341,SPEARFISH SCHOOL DISTRICT 40-2,12031379,01,2021-06-25,M671613,574742.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,TRIPP-DELMONT SCHOOL DISTRICT,12043785,01,2021-06-25,M671613,15265.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BERESFORD SCHOOL DISTRICT 61-2,12055655,01,2021-06-25,M671613,228255.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,LYMAN SCHOOL DISTRICT NO 42-1,12032567,01,2021-06-25,M671613,100725.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,CENTERVILLE SCHOOL DIST 60-1,12055843,01,2021-06-25,M671613,114367.0,12.0,EDUCATION,,,,
2021-04-06,SC12121A644-2021,CAPITAL UNIVERSITY CENTER,12037880,,2021-06-25,616179,541.66,12.0,EDUCATION,,,,
2021-06-20,M1210341,STANLEY COUNTY SCHOOL DISTRICT,12034408,01,2021-06-25,M671613,87194.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,WESSINGTON SPRINGS SCHOOL,12055618,01,2021-06-25,M671613,101239.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,ELKTON SCHOOL DISTRICT 5-3,12055340,01,2021-06-25,M671613,37580.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,COLMAN-EGAN SCHOOL DISTRICT,12027840,01,2021-06-25,M671613,110086.0,12.0,EDUCATION,,,,
2020-10-15,SFY21 RENT 11-07,DEN-WIL INVESTMENTS INC,12025145,,2021-06-25,492445,1575.63,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,CUSTER SCHOOL DISTRICT 16-1,12055455,01,2021-06-25,M671613,9507.0,12.0,EDUCATION,,,,
2021-06-08,0521CON211908,HORIZON HEALTH CARE INC,12034961,30,2021-06-25,657832,3044.07,9.0,HEALTH,,,,
2021-01-14,SFY21 RENT 2-7,VERMILLION AREA CHAMBER & DEV,12526794,,2021-06-25,564223,3166.45,8.0,SOCIAL SERVICES,,,,
2021-06-15,T74855,HARVEYS LOCK SHOP INC,12053905,,2021-06-25,671193,2647.95,16.0,MILITARY,,,,
2020-11-13,REALE/COSMOJUN21,TSR HOLDINGS LLC,12646306,,2021-06-25,509818,2315.0,10.0,LABOR AND REGULATION,,,,
2020-11-06,SFY21 RENT 12-7,DAKOTA HEARTLAND INC,12040235,,2021-06-25,505351,2725.67,13.0,BUREAU OF INFORMATION & TELE.,,,,
2020-10-15,SFY21 RENT 11-07,ANDERSON PROPERTY MANAGEMENT,12261978,,2021-06-25,492446,1544.91,19.0,HUMAN SERVICES,,,,
2020-08-24,SFY21 RENT10-7,"PETERS, NICOLE A",12626825,,2021-06-25,466085,2138.93,9.0,HEALTH,,,,
2021-06-09,1421216117,UNIVERSITY OF NORTH FLORIDA,12115851,,2021-06-25,662819,990.0,14.0,PUBLIC SAFETY,,,,
2021-06-18,JUL21 RENT OEM,4 B HOLDINGS LLC,12291623,,2021-06-25,670128,1401.0,14.0,PUBLIC SAFETY,,,,
2020-12-03,SFY21 RENT1-7,SHIRLEY HICKEY IRREVOCABLE TRS,12616119,,2021-06-25,523422,7177.61,8.0,SOCIAL SERVICES,,,,
2020-10-15,SFY21 RENT 11-07,J AND S LLC,12184895,,2021-06-25,492441,3251.52,19.0,HUMAN SERVICES,,,,
2021-05-28,IN3366811,INNOVATIVE OFFICE SOLUTIONS,12550348,,2021-06-25,661322,2.16,6.0,"GAME, FISH AND PARKS",,,,
2021-06-20,M1210341,HURON SCHOOL DISTRICT 2-2,12055310,01,2021-06-25,M671613,1232472.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,GREGORY SCHOOL DISTRICT 26-4,12055564,01,2021-06-25,M671613,136830.0,12.0,EDUCATION,,,,
2021-01-14,SFY21 RENT 2-7,SUNMART HOLDINGS LLC,12627248,,2021-06-25,564228,263.3,18.0,CORRECTIONS,,,,
2021-06-20,M1210341,WARNER SCHOOL DISTRICT 6-5,12031413,01,2021-06-25,M671613,130906.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MILLER SCHOOL DISTRICT 29-4,12152875,,2021-06-25,M671613,27879.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,GARRETSON SCHOOL DISTRICT 49-4,12055735,03,2021-06-25,M671613,169966.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,GAYVILLE-VOLIN SCHOOL DISTRICT,12032407,01,2021-06-25,M671613,153317.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,HITCHCOCK-TULARE SCHOOL 56-6,12016062,01,2021-06-25,M671613,12682.0,12.0,EDUCATION,,,,
2021-06-02,380617,NORTHWEST PIPE FITTINGS HURON,12031253,,2021-06-25,660510,123.92,12.0,BUREAU OF ADMINISTRATION,,,,
2020-08-24,SFY21 RENT10-7,"PETERS, NICOLE A",12626825,,2021-06-25,466085,3508.23,10.0,LABOR AND REGULATION,,,,
2021-06-20,M1210341,MOBRIDGE-POLLOCK SCHOOL DISTRT,12146630,01,2021-06-25,M671613,211199.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BROOKINGS SCHOOL DISTRICT 5-1,12055336,01,2021-06-25,M671613,1079595.0,12.0,EDUCATION,,,,
2021-06-15,162115883,JFPK PROPERTIES LLC,12659109,,2021-06-25,671083,2150.91,16.0,MILITARY,,,,
2021-06-20,M1210341,VERMILLION SCHOOL DIST 13-1,12055419,01,2021-06-25,M671613,413408.0,12.0,EDUCATION,,,,
2020-07-15,SFY21 RENT 8-7,DAY COUNTY AUDITOR,12055207,01,2021-06-25,413920,225.0,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,MILBANK SCHOOL DISTRICT 25-4,12055553,01,2021-06-25,M671613,226927.0,12.0,EDUCATION,,,,
2021-06-03,22283,FARRIS ENGINEERING INC,12246284,,2021-06-25,671084,5665.0,16.0,MILITARY,,,,
2021-05-29,004-00005968,B & L FOODSTORES INC,12049484,,2021-06-25,671323A,19.74,19.0,HUMAN SERVICES,,,,
2021-02-18,SFY21 RENT 3-7,PRAIRIE SUN DEVELOPMENT LLC,12123370,,2021-06-25,583561,8845.18,8.0,SOCIAL SERVICES,,,,
2020-07-15,SFY21 RENT 8-7,SPINK COUNTY AUDITOR,12055020,02,2021-06-25,413938,460.06,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,WAGNER COMMUNITY SCHOOL 11-4,12055401,01,2021-06-25,M671613,367836.0,12.0,EDUCATION,,,,
2021-06-14,MILNER-JUNE21,"MILNER, MARILYN W",12097879,,2021-06-25,671635,480.0,17.0,VETERANS' AFFAIRS,,,,
2020-07-14,SFY21 RENT 8-7,"SCHUFT, ANGELA M",12539808,,2021-06-25,413943,258.49,19.0,HUMAN SERVICES,,,,
2020-07-15,SFY21 RENT 8-7,VNDR   12174590,12174590,,2021-06-25,413947,2507.8,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,SISSETON SCHOOL DISTRICT 54-2,12055787,01,2021-06-25,M671613,267305.0,12.0,EDUCATION,,,,
2021-06-04,XHEALTH060421,CITY OF PIERRE,12054968,,2021-06-25,657095,705.26,9.0,HEALTH,,,,
2021-06-20,M1210341,FLANDREAU SCHOOL DIST NO 50-3,12055744,02,2021-06-25,M671613,282189.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MCCOOK CENTRAL SCHOOL DISTRICT,12043055,01,2021-06-25,M671613,138048.0,12.0,EDUCATION,,,,
2020-07-14,SFY21 RENT 8-7,THE BLUES LLC,12360643,,2021-06-25,413936,282.6,19.0,HUMAN SERVICES,,,,
2020-07-14,SFY21 RENT 8-7,ZIEBACH COUNTY AUDITOR,12054473,03,2021-06-25,413935,200.0,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,AVON SCHOOL DISTRICT 4-1,12055333,01,2021-06-25,M671613,111142.0,12.0,EDUCATION,,,,
2020-07-15,SFY21 RENT 8-7,SOUTHERN HILLS FUTURE FOUN,12596343,,2021-06-25,413931,1586.27,19.0,HUMAN SERVICES,,,,
2021-01-19,SFY21 RENT 2-7,OGLALA OYATE WOITANCAN EMPOWER,12259963,,2021-06-25,564224,11941.5,8.0,SOCIAL SERVICES,,,,
2020-07-15,SFY21 RENT 8-7,"AUDISS, GARNET R",12089429,,2021-06-25,413929,164.67,13.0,BUREAU OF INFORMATION & TELE.,,,,
2021-02-12,SFY21 RENT 03-07,ODLAND PROPERTIES LLC,12010445,,2021-06-25,587567,1521.34,18.0,CORRECTIONS,,,,
2021-06-10,7275317163,MCKESSON PHARMACY SYSTEMS,12279711,,2021-06-25,671188,133.89,17.0,VETERANS' AFFAIRS,,,,
2021-01-14,SFY21 RENT 2-7,SUNMART HOLDINGS LLC,12627248,,2021-06-25,564228,5242.92,9.0,HEALTH,,,,
2021-06-18,JUL21 RENT OEM,CIRCLE R LLC,12548642,,2021-06-25,670124,8213.25,14.0,PUBLIC SAFETY,,,,
2021-06-18,JUL21 RENT DL,NORDBY REALTY,12042135,01,2021-06-25,670136,909.08,14.0,PUBLIC SAFETY,,,,
2021-03-12,RCJANITORAPR-JUN,BH SERVICES INC,12018057,,2021-06-25,599376,2676.83,10.0,LABOR AND REGULATION,,,,
2021-04-30,ING3005,INTELLECTUAL TECHNOLOGY INC,12121834,,2021-06-25,640577,35878.78,2.0,REVENUE,,,,
2020-06-06,79660,MEDICAL WASTE TRANSPORT INC,12044036,,2021-06-25,671189,300.4,17.0,VETERANS' AFFAIRS,,,,
2021-06-18,2006182021WSWC,VNDR   12125152,12125152,,2021-06-25,670006,33000.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-15,SFY20 RET 8-7,"GROSS, RICHARD P",12362430,,2021-06-25,413922,280.5,8.0,SOCIAL SERVICES,,,,
2021-06-09,643112,NGMT LLC,12354863,,2021-06-25,669455,40.2,18.0,CORRECTIONS,,,,
2020-07-15,SFY21 RENT 8-7,SACKREITER DEVELOPMENT LLC,12174590,,2021-06-25,413947,375.53,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,ABERDEEN SCHOOL DISTRICT 6-1,12055346,02,2021-06-25,M671613,1695005.0,12.0,EDUCATION,,,,
2021-06-18,JUL21 RENT OEM,A&M INVESTMENTS LLC,12649344,,2021-06-25,670125,460.0,14.0,PUBLIC SAFETY,,,,
2021-06-14,INV27212,PRIME TIME HEALTHCARE LLC,12597017,,2021-06-25,671634,4095.0,17.0,VETERANS' AFFAIRS,,,,
2021-06-10,162115899,DEPENDABLE SANITATION INC,12035576,,2021-06-25,671074,162.0,16.0,MILITARY,,,,
2021-06-20,M1210341,SIOUX FALLS SCHOOL DISTRICT,12055738,13,2021-06-25,M671613,8112287.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,ROSHOLT SCHOOL DISTRICT 54-4,12055784,01,2021-06-25,M671613,107402.0,12.0,EDUCATION,,,,
2020-07-23,21I019 JUL-JUN21,JANELLE A WEBER,12624935,,2021-06-25,418953,1049.95,10.0,LABOR AND REGULATION,,,,
2021-06-20,M1210341,FAULKTON AREA SCHOOLS 24-4,12152866,,2021-06-25,M671613,60462.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,IND DISTRICT OF DESMET 38-2,12055633,01,2021-06-25,M671613,69159.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,HAMLIN SCHOOL DISTRICT 28-3,12032784,01,2021-06-25,M671613,258874.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,DELL RAPIDS SCHOOL DISTRICT,12055728,01,2021-06-25,M671613,291259.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MENNO SCHOOL DISTRICT 33-2,12032765,04,2021-06-25,M671613,98270.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MCLAUGHLIN SCHOOL DIST 15-2,12055446,01,2021-06-25,M671613,230496.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,ESTELLINE SCHOOL DISTRICT 28-2,12031764,01,2021-06-25,M671613,67606.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,CORSICA-STICKNEY PUBLIC SCHOOL,12513600,,2021-06-25,M671613,71309.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,CANTON SCHOOL DISTRICT NO 41-1,12055648,02,2021-06-25,M671613,247409.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BOWDLE SCHOOL 22-1,12055526,01,2021-06-25,M671613,25817.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,SMEE SCHOOL DISTRICT 15-3,12055449,01,2021-06-25,M671613,141644.0,12.0,EDUCATION,,,,
2021-06-18,2006182021WSWC,WESTERN STATES WATER COUNCIL,12125152,,2021-06-25,670006,33000.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-06-20,M1210341,BISON SCHOOL DISTRICT 52-1,12055772,01,2021-06-25,M671613,33225.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,HIGHMORE-HARROLD SCHOOL DISTRT,12152869,,2021-06-25,M671613,3130.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,ARMOUR SCHOOL DISTRICT 21-1,12055516,01,2021-06-25,M671613,77166.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,DAKOTA VALLEY SCHOOL DIST 61-8,12055878,01,2021-06-25,M671613,317600.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,HARRISBURG SCHOOL DISTRICT41-2,12055659,01,2021-06-25,M671613,1790521.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,HERREID SCHOOL DISTRICT 10-1,12055377,02,2021-06-25,M671613,12691.0,12.0,EDUCATION,,,,
2021-05-31,2410507,FIRE PROTECTION SERVICE CORPON,12500707,,2021-06-25,671082,957.0,16.0,MILITARY,,,,
2021-06-16,DCM11871922,BRIDGEWAY COUNSELING CENTER,12199554,,2021-06-25,671528A,12.03,19.0,HUMAN SERVICES,,,,
2020-07-21,SFY21 RENT 8-7,RENSBERGER PRIVATE INVESTMENT,12255510,,2021-06-25,418517,12648.0,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,HANSON SCHOOL DISTRICT 30-1,12032136,01,2021-06-25,M671613,141209.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,DEUEL SCHOOL DIST 19-4,12055506,01,2021-06-25,M671613,106762.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BALTIC SCHOOL DISTRICT 49-1,12055718,01,2021-06-25,M671613,217422.0,12.0,EDUCATION,,,,
2021-01-19,SFY21 RENT 2-7,OGLALA OYATE WOITANCAN EMPOWER,12259963,,2021-06-25,564224,401.61,29.0,ATTORNEY GENERAL,,,,
2021-06-20,M1210341,CHESTER AREA SCHOOL DIST 39-1,12031797,01,2021-06-25,M671613,169978.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,PLANKINTON SCHOOL DISTRICT 1-1,12055297,01,2021-06-25,M671613,108835.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,OGLALA LAKOTA  COUNTY,12055542,01,2021-06-25,M671613,1009922.0,12.0,EDUCATION,,,,
2020-10-15,SFY21 RENT 11-07,STATE PARTNERS LLC,12391144,,2021-06-25,492781,36073.57,8.0,SOCIAL SERVICES,,,,
2020-11-06,SFY21 RENT 12-7,DAKOTA HEARTLAND INC,12040235,,2021-06-25,505351,26007.67,8.0,SOCIAL SERVICES,,,,
2021-06-20,M1210341,WOONSOCKET SCHOOL DIST 55-4,12055803,01,2021-06-25,M671613,107377.0,12.0,EDUCATION,,,,
2021-06-03,3-381-94624,FEDEX,12117623,01,2021-06-25,671612,44.41,12.0,BUREAU OF ADMINISTRATION,,,,
2021-06-20,M1210341,FLORENCE SCHOOL DISTRICT 14-1,12055431,01,2021-06-25,M671613,150073.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,FAITH SCHOOL DIST 46-2,12036715,01,2021-06-25,M671613,89871.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,DUPREE SCHOOL DISTRICT 64-2,12036734,01,2021-06-25,M671613,214759.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,EAGLE BUTTE SCHOOL DISTRICT,12055513,01,2021-06-25,M671613,170656.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BRITTON-HECLA SCHOOL DISTRICT,12026635,01,2021-06-25,M671613,49330.0,12.0,EDUCATION,,,,
2021-06-14,1106,AGTEGRA COOPERATIVE,12029118,01,2021-06-25,667113,5871.24,11.0,TRANSPORTATION,,,,
2021-06-20,M1210341,CLARK SCHOOL DISTRICT 12-2,12055408,01,2021-06-25,M671613,68866.0,12.0,EDUCATION,,,,
2021-05-27,032621WAWUI,VNDR   12663895,12663895,,2021-06-25,671611,825.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2021-06-20,M1210341,PARKSTON SCHOOL DISTRICT 33-3,12055602,01,2021-06-25,M671613,174669.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,DOUGLAS SCHOOL DIST NO 51-1,12055750,01,2021-06-25,M671613,1247993.0,12.0,EDUCATION,,,,
2021-03-12,RCRENTAPR-JUL21,NORTH MAPLE PLAZA LLC,12456265,,2021-06-25,599361,17168.7,10.0,LABOR AND REGULATION,,,,
2021-06-20,M1210341,EUREKA SCHOOL DISTRICT 44-1,12055680,01,2021-06-25,M671613,5384.0,12.0,EDUCATION,,,,
2021-06-02,VRM210607351901,SESDAC INC,12033367,,2021-06-25,658060,20.98,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,BRANDON VALLEY,12055724,01,2021-06-25,M671613,1686265.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,TEA AREA SCHOOL DIST 41-5,12118926,01,2021-06-25,M671613,925991.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,MITCHELL SCHOOL DISTRICT 17-2,12055467,04,2021-06-25,M671613,967623.0,12.0,EDUCATION,,,,
2021-06-15,24874,TEMPERATURE TECHNOLOGY INC,12038147,,2021-06-25,671070,90.0,16.0,MILITARY,,,,
2020-08-24,SFY21 RENT10-7,"PETERS, NICOLE A",12626825,,2021-06-25,466085,403.21,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,COUNTY OF TURNER PARKER SCHOOL,12055859,01,2021-06-25,M671613,173279.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,WHITE RIVER SCHOOL DIST 47-1,12055703,01,2021-06-25,M671613,201162.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,TODD COUNTY SCHOOL DIST 66-1,12055836,01,2021-06-25,M671613,1237434.0,12.0,EDUCATION,,,,
2021-05-25,IN93825554,PERFORMANCE HEALTH SUPPLY INC,12139586,02,2021-06-25,671191,94.78,17.0,VETERANS' AFFAIRS,,,,
2021-06-20,M1210341,BELLE FOURCHE SCHOOL DIST 9-1,12055366,01,2021-06-25,M671613,540705.0,12.0,EDUCATION,,,,
2021-05-13,M191000013,WILMOT CARE CENTER,12239437,,2021-06-25,M642855,1340.0,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,BRIDGEWATER-EMERY SCH DIS 30-3,12239828,,2021-06-25,M671613,113992.0,12.0,EDUCATION,,,,
2021-06-20,M1210341,BENNETT COUNTY SCHOOL DIST 3-1,12034483,01,2021-06-25,M671613,231404.0,12.0,EDUCATION,,,,
2021-06-08,162115904,MONTANA-DAKOTA UTILITIES,12020954,12,2021-06-25,671079,78.07,16.0,MILITARY,,,,
2021-02-12,SFY21 RENT 03-07,ODLAND PROPERTIES LLC,12010445,,2021-06-25,587567,1761.43,19.0,HUMAN SERVICES,,,,
2021-06-20,M1210341,ARLINGTON SCHOOL DIST NO 38-1,12055622,01,2021-06-25,M671613,65424.0,12.0,EDUCATION,,,,
