document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2020-08-07,40142,GATEWAY FORD LINCOLN TOYOTA,12519766,,2020-10-30,,39.86,12.0,BUREAU OF ADMINISTRATION,,,,
2020-09-30,VRM201026349603,CAPITAL AREA COUNSELING SVC,12032117,,2020-10-30,,1112.41,19.0,HUMAN SERVICES,,,,
2020-10-27,14647,CENTRAL ELECTRIC CO OP,12023749,01,2020-10-30,,1073.98,11.0,TRANSPORTATION,,,,
2020-10-30,M01CRFLG20201030,CITY OF IPSWICH,12054693,CV,2020-10-30,,20020.27,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2020-09-23,50358,HOUSTON ENGINEERING INC,12027385,,2020-10-30,,2936.1,11.0,TRANSPORTATION,,,,
2020-08-06,1919214384,GRAHAMS INC,12032954,01,2020-10-30,,329.5,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-05,114477,VERNON GIEDD,12048741,,2020-10-30,,109.0,12.0,BUREAU OF ADMINISTRATION,,,,
2020-09-23,0300940-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-10-30,,219.0,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,DEROSIER INC,12305856,,2020-10-30,,190.0,19.0,HUMAN SERVICES,,,,
2020-08-05,364710,NORTHWEST PIPE FITTINGS HURON,12031253,,2020-10-30,,801.81,12.0,BUREAU OF ADMINISTRATION,,,,
2020-08-18,101147760,GRAHAM TIRE COMPANY INC,12029595,01,2020-10-30,,193.95,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-14,25562208-1020,NORTHWESTERN ENERGY,12028962,,2020-10-30,,10.44,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-10-05,7265,JACKRABBIT TIRE & SERVICE INC,12388966,,2020-10-30,,43.78,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-13,480936,CROELL INC,12024915,,2020-10-30,,810.0,11.0,TRANSPORTATION,,,,
2020-10-07,6810797,DAKOTA FLUID POWER INC,12044237,,2020-10-30,,247.52,11.0,TRANSPORTATION,,,,
2020-10-07,6811045,DAKOTA FLUID POWER INC,12044237,,2020-10-30,,80.14,11.0,TRANSPORTATION,,,,
2020-10-08,51148,NORTHERN SAFETY TECHNOLOGY INC,12023099,,2020-10-30,,35.48,11.0,TRANSPORTATION,,,,
2020-10-07,7251615,TIGER CORPORATION,12566427,,2020-10-30,,306.73,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,ALPENA-CITY OF,12034077,,2020-10-30,,17501.35,2.0,REVENUE,,,,
2020-10-26,M021BTR007,ASTORIA CITY OF,12031146,,2020-10-30,,6092.94,2.0,REVENUE,,,,
2020-10-26,M021BTR007,BIG STONE CITY -- CITY OF,12054290,,2020-10-30,,16835.66,2.0,REVENUE,,,,
2020-10-26,M021BTR007,BRANDT-TOWN OF,12055974,,2020-10-30,,3978.72,2.0,REVENUE,,,,
2020-04-23,1602006140,ARAMARK UNIFORM SERVICE,12126178,03,2020-10-30,,21.66,10.0,LABOR AND REGULATION,,,,
2020-10-16,IN3136216,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-10-30,,59.25,12.0,EDUCATION,,,,
2020-09-18,41972,MENARDS,12019798,05,2020-10-30,,278.74,6.0,"GAME, FISH AND PARKS",,,,
2020-10-26,210017,"BLUNSOM, ISABELLA K",12629254,,2020-10-30,,940.0,19.0,HUMAN SERVICES,,,,
2020-10-24,02SF-56,SIMON CONTRACTORS,12589226,,2020-10-30,,477675.21,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,ALEXANDRIA-CITY OF,12054241,,2020-10-30,,13408.55,2.0,REVENUE,,,,
2020-09-29,55153880,"SOLBERG, LLOYD E",12305265,,2020-10-30,496918,75.0,8.0,SOCIAL SERVICES,,,,
2020-10-08,2989661010820,NORTHWESTERN ENERGY,12028962,15,2020-10-30,,1603.5,11.0,TRANSPORTATION,,,,
2020-10-26,RTAP15-20,WEST RIVER TRANSIT AUTHORITY,12124836,,2020-10-30,,3631.84,11.0,TRANSPORTATION,,,,
2020-10-09,122245,BLACKSTRAP INC,12241692,,2020-10-30,,1962.0,11.0,TRANSPORTATION,,,,
2020-10-07,8118810820,JEFFERSON PARTNERS LP,12022796,,2020-10-30,,99969.27,11.0,TRANSPORTATION,,,,
2020-10-20,P7554151,RDO FINANCIAL SERVICES CO,12124884,,2020-10-30,,797.83,11.0,TRANSPORTATION,,,,
2020-10-13,6812219,DAKOTA FLUID POWER INC,12044237,,2020-10-30,,479.14,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,COLMAN-CITY OF,12054421,,2020-10-30,,23336.92,2.0,REVENUE,,,,
2020-10-23,HS-2020-00232,FAITH-CITY OF,12054521,01,2020-10-30,,240.63,14.0,PUBLIC SAFETY,,,,
2020-10-23,HS-2020-00255,CITY OF GROTON,12054599,,2020-10-30,,789.98,14.0,PUBLIC SAFETY,,,,
2020-10-23,HS-2020-00252,AURORA COUNTY SHERIFF,12054982,19,2020-10-30,,33.3,14.0,PUBLIC SAFETY,,,,
2020-10-27,014110046,STATE OF COLORADO,12121546,29,2020-10-30,,10.0,14.0,BUREAU OF HUMAN RESOURCES,,,,
2020-10-30,C1B1E3CF86,INTERLAKES AREA UNITED WAY,12056397,,2020-10-30,,10.0,33.0,STATE AUDITOR,,,,
2020-10-30,M01CRFLG20201030,CITY OF BERESFORD,12054287,CV,2020-10-30,,193745.96,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2020-10-23,21SC193070-SEP20,ROSEBUD SIOUX TRIBE,12030277,02,2020-10-30,,10733.55,19.0,HUMAN SERVICES,,,,
2020-10-09,05PS0277243,BUTLER MACHINERY COMPANY,12027105,01,2020-10-30,,6.92,11.0,TRANSPORTATION,,,,
2020-10-23,HS-2020-00270,SIOUX FALLS-CITY OF,12055054,05,2020-10-30,,44894.75,14.0,PUBLIC SAFETY,,,,
2020-10-28,M191000006,EASTERN STAR HOME OF SD INC,12153731,,2020-10-30,,194.0,19.0,HUMAN SERVICES,,,,
2020-10-27,112671,CORNERSTONE ONDEMAND INC,12555732,,2020-10-30,,27000.0,11.0,TRANSPORTATION,,,,
2020-10-16,48661,BADGER STATE RECOVERY INC,12208910,01,2020-10-30,496005,135.52,9.0,HEALTH,,,,
2020-10-23,HS-2020-00273,DAVISON COUNTY SHERIFF,12054865,09,2020-10-30,,485.81,14.0,PUBLIC SAFETY,,,,
2020-10-30,52244AE4AB,UNITED WAY OF THE BLACK HILLS,12030641,,2020-10-30,,41.67,33.0,STATE AUDITOR,,,,
2020-10-26,HS-2020-00234,WATERTOWN POLICE DEPARTMENT,12055187,10,2020-10-30,,7385.47,14.0,PUBLIC SAFETY,,,,
2020-09-30,71501,LAWRENCE & SCHILLER INC,12035149,,2020-10-30,,2500.0,4.0,TOURISM,,,,
2020-10-21,61260099231020,BLACK HILLS POWER & LIGHT CO,12028526,,2020-10-30,,4786.97,11.0,TRANSPORTATION,,,,
2020-07-01,0601-449-82 FY21,VNDR   12564627,12564627,,2020-10-30,422635,175.0,6.0,"GAME, FISH AND PARKS",,,,
2020-10-07,DUI20-7,ROLAND LOUDENBURG,12009120,,2020-10-30,,2397.94,14.0,PUBLIC SAFETY,,,,
2020-10-30,F145BE66CC,UNITED WAY & VOLUNTEER,12030401,,2020-10-30,,251.0,33.0,STATE AUDITOR,,,,
2020-10-28,70920,ALL-AROUND INC,12124293,,2020-10-30,,10.0,2.0,REVENUE,,,,
2020-08-01,IN-1200882007,SAGA COMMUNICATIONS INC,12019193,,2020-10-30,,4725.9,14.0,PUBLIC SAFETY,,,,
2020-10-13,9890066,COLE PAPERS INC,12027125,,2020-10-30,,94.74,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,EDGEWOOD PIERRE LLC,12581345,,2020-10-30,,1269.0,19.0,HUMAN SERVICES,,,,
2020-10-20,U2554159,SIOUX VALLEY COOPERATIVE,12030270,,2020-10-30,,5795.16,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,EDGEWOOD GREENLEAF SIOUX FALLC,12296023,01,2020-10-30,,461.0,19.0,HUMAN SERVICES,,,,
2020-10-28,0920CON210608,BLACK HILLS SPECIAL SERVICES,12037282,,2020-10-30,,7118.1,9.0,HEALTH,,,,
2020-10-28,M191000006,EDGEWOOD GREENLEAF SISSETON LL,12296572,,2020-10-30,,355.0,19.0,HUMAN SERVICES,,,,
2020-10-23,HS-2020-00268,LEAD-CITY OF,12054774,,2020-10-30,,35.45,14.0,PUBLIC SAFETY,,,,
2020-10-20,SDBRK164697,FASTENAL COMPANY,12021515,,2020-10-30,,27.5,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,EDGEWOOD PRAIRIE CROSSING MITH,12406787,,2020-10-30,,246.0,19.0,HUMAN SERVICES,,,,
2020-10-23,0404665,SUDS & DUDS INC,12049672,,2020-10-30,,15.0,14.0,PUBLIC SAFETY,,,,
2020-09-24,9886418 +,COLE PAPERS INC,12027125,,2020-10-30,,2438.0,10.0,LABOR AND REGULATION,,,,
2020-10-08,VRM201026349592,CAPITAL AREA COUNSELING SVC,12032117,,2020-10-30,,847.89,19.0,HUMAN SERVICES,,,,
2020-10-23,HS-2020-00265,MINNEHAHA COUNTY SHERIFF,12055058,78,2020-10-30,,528.27,14.0,PUBLIC SAFETY,,,,
2020-10-23,HS-2020-00238,STANLEY COUNTY SHERIFFS DEPT,12054555,01,2020-10-30,,1869.96,14.0,PUBLIC SAFETY,,,,
2020-10-13,140189141020,OTTER TAIL POWER COMPANY,12020975,03,2020-10-30,,62.87,11.0,TRANSPORTATION,,,,
2020-10-30,M01CRFLG20201030,TRIPP COUNTY,12055274,CV,2020-10-30,,1856.1,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2020-10-26,M021BTR007,HERMOSA-TOWN OF,12054624,,2020-10-30,,20032.39,2.0,REVENUE,,,,
2020-10-19,INV8071924,MARCO TECHNOLOGIES LLC,12201534,,2020-10-30,,273.4,10.0,LABOR AND REGULATION,,,,
2020-10-15,5638-9221,QUALIFIED PRESORT SERVICE LLC,12011039,,2020-10-30,,117.3,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-06,0328590-IN,STERN OIL COMPANY INC,12036633,,2020-10-30,,1663.57,6.0,"GAME, FISH AND PARKS",,,,
2020-10-19,INV8071923,MARCO TECHNOLOGIES LLC,12201534,,2020-10-30,,111.21,10.0,LABOR AND REGULATION,,,,
2020-10-16,48659,BADGER STATE RECOVERY INC,12208910,,2020-10-30,,61.04,10.0,LABOR AND REGULATION,,,,
2020-10-07,0720-230562-2,LUTHERAN SOCIAL SERVICES OF SD,12029752,16,2020-10-30,,134.64,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-17,20-JT-013SEP2020,BLACK HILLS SPECIAL SERVICES,12037282,,2020-10-30,,320.0,10.0,LABOR AND REGULATION,,,,
2020-10-15,07881,OAHE GLASS INC,12525628,,2020-10-30,,509.78,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-20,32841,HAND COUNTY PUBLISHING INC,12383862,,2020-10-30,,30.0,10.0,LABOR AND REGULATION,,,,
2020-10-20,3236350,ECOLAB PEST ELIMINATION DIV,12020864,,2020-10-30,,89.55,10.0,LABOR AND REGULATION,,,,
2020-09-18,404146795,GRAHAM TIRE COMPANY,12036189,,2020-10-30,,196.6,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-24,042U-15,MIDLAND CONTRACTING INC,12117708,,2020-10-30,,1425.89,11.0,TRANSPORTATION,,,,
2020-10-09,P7430351,RDO FINANCIAL SERVICES CO,12124884,,2020-10-30,,910.9,11.0,TRANSPORTATION,,,,
2020-10-10,0704-08,JENSEN ROCK & SAND INC,12031491,01,2020-10-30,,41475.15,11.0,TRANSPORTATION,,,,
2020-10-07,J18-164.14,FERBER ENGINEERING COMPANY,12046948,,2020-10-30,,3022.79,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,BRIDGEWATER NURSING HOME CORP,12613020,,2020-10-30,,727.0,19.0,HUMAN SERVICES,,,,
2020-10-20,5801352,RUNNING SUPPLY INC,12021713,,2020-10-30,,80.97,11.0,TRANSPORTATION,,,,
2020-08-27,1046008,BILLION MOTORS INC,12032294,,2020-10-30,,44.4,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-16,179456,FARM POWER MFG INC,12031727,,2020-10-30,,80.0,11.0,TRANSPORTATION,,,,
2020-10-10,05PS0277284,BUTLER MACHINERY COMPANY,12027105,01,2020-10-30,,471.96,11.0,TRANSPORTATION,,,,
2020-10-10,00WN-73,RILEY BROS CONSTRUCTION INC,12021877,,2020-10-30,,539682.87,11.0,TRANSPORTATION,,,,
2020-10-09,C39419,DIESEL MACHINERY INC,12045026,,2020-10-30,,637.56,11.0,TRANSPORTATION,,,,
2020-10-22,21SC08A311-OCT1,"TEEL, KIM",12442198,,2020-10-30,,272.0,8.0,SOCIAL SERVICES,,,,
2020-09-30,614376,HURON NEWSPAPERS LLC,12018176,,2020-10-30,,28.56,8.0,SOCIAL SERVICES,,,,
2020-10-07,0920-261965X,LUTHERAN SOCIAL SERVICES OF SD,12029752,16,2020-10-30,,1605.04,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-14,345366,BECK MOTORS INC,12032416,,2020-10-30,,280.29,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-26,M021BTR007,HARROLD-TOWN OF,12054602,,2020-10-30,,3988.0,2.0,REVENUE,,,,
2020-10-05,00654,MORENO BACHAND HRUSKA &,12033448,01,2020-10-30,,6803.15,6.0,"GAME, FISH AND PARKS",,,,
2020-10-15,2033240,CALL ONE INC,12115928,,2020-10-30,,506.78,10.0,LABOR AND REGULATION,,,,
2020-10-28,M191000006,BETHANY LUTHERAN HOME FOR AGED,12307772,,2020-10-30,,160.0,19.0,HUMAN SERVICES,,,,
2020-10-28,M191000006,DAKOTA COUNSELING INSTITUTE IC,12032458,02,2020-10-30,,1071.0,19.0,HUMAN SERVICES,,,,
2020-10-23,13352,HOLLEY GRAPHICS,12042397,01,2020-10-30,,244.86,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-08-20,404145833,GRAHAM TIRE COMPANY,12036189,,2020-10-30,,670.36,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-15,INV-71194,ALL-AROUND INC,12124293,,2020-10-30,,7.0,10.0,LABOR AND REGULATION,,,,
2020-09-08,0110742100 0920,SPEARFISH-CITY OF,12055082,,2020-10-30,,134.86,10.0,LABOR AND REGULATION,,,,
2020-10-28,M191000006,EDGEWOOD WATERTOWN MC 2 LLC,12617335,,2020-10-30,,237.0,19.0,HUMAN SERVICES,,,,
2020-10-15,6530451547,AUTOZONE INC,12578400,,2020-10-30,,80.0,11.0,TRANSPORTATION,,,,
2020-10-21,830674,FIRST CALL AUTO PARTS INC,12443218,,2020-10-30,,119.71,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,STURGIS - CITY OF,12055103,06,2020-10-30,,318382.4,2.0,REVENUE,,,,
2020-10-13,6530450617,AUTOZONE INC,12578400,,2020-10-30,,25.0,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,EDGEWOOD PRAIRIE CROSSINGS WAC,12574018,,2020-10-30,,151.0,19.0,HUMAN SERVICES,,,,
2020-10-26,M021BTR007,WALL CITY OF,12031137,,2020-10-30,,139099.38,2.0,REVENUE,,,,
2020-10-28,M191000006,EDGEWOOD PRAIRIE CROSSING SIOC,12406781,01,2020-10-30,,720.0,19.0,HUMAN SERVICES,,,,
2020-07-14,X202035590:01,EDDIES TRUCK CENTER,12365069,01,2020-10-30,,73.47,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,VEBLEN-CITY OF,12055153,,2020-10-30,,5901.93,2.0,REVENUE,,,,
2020-09-30,55044032,SF CI&S LLC,12591480,01,2020-10-30,,75.0,8.0,SOCIAL SERVICES,,,,
2020-10-15,4642981,ADAMS ISC LLC,12289498,01,2020-10-30,,116.5,11.0,TRANSPORTATION,,,,
2020-10-19,122404,BLACKSTRAP INC,12241692,,2020-10-30,,1886.04,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,A B J & R LLC,12144242,,2020-10-30,,400.0,19.0,HUMAN SERVICES,,,,
2020-10-09,8295465,MIDWEST MOTOR SUPPLY CO INC,12014862,,2020-10-30,,465.84,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,UTICA-TOWN OF,12031188,,2020-10-30,,1504.62,2.0,REVENUE,,,,
2020-10-26,06K3-07,SIMON CONTRACTORS OF SD INC,12047408,,2020-10-30,,322500.82,11.0,TRANSPORTATION,,,,
2020-10-26,M021BTR007,TYNDALL-CITY OF,12055134,,2020-10-30,,30337.86,2.0,REVENUE,,,,
2020-09-18,0390912,SUDS & DUDS INC,12049672,,2020-10-30,,15.0,14.0,PUBLIC SAFETY,,,,
2020-10-22,FP090030320X,FALL RIVER HEALTH SERVICES,12050399,01,2020-10-30,,240.0,9.0,HEALTH,,,,
2020-10-24,04L4-05,HAMM CONTRACTING LLC,12368997,,2020-10-30,,425141.61,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,EDGEWOOD GREENLEAF BROOKINGS C,12296566,,2020-10-30,,121.0,19.0,HUMAN SERVICES,,,,
2010-05-21,1602018398,ARAMARK UNIFORM SERVICE,12126178,03,2020-10-30,,21.66,10.0,LABOR AND REGULATION,,,,
2020-09-29,29736,NOVEYA INCORPORATED,12053327,,2020-10-30,,231.0,9.0,HEALTH,,,,
2020-08-28,3290,INTERPRECORPS LLC,12478918,,2020-10-30,,67.0,9.0,HEALTH,,,,
2020-10-24,068U-08,ANDERSON WESTERN INC,12027878,,2020-10-30,,93553.33,11.0,TRANSPORTATION,,,,
2020-10-28,M191000006,SPRINGFIELD ASST LIVING CENTER,12124185,,2020-10-30,,115.0,19.0,HUMAN SERVICES,,,,
2020-10-20,IN771865,A & B BUSINESS INC,12036980,,2020-10-30,,125.68,9.0,HEALTH,,,,
2020-10-28,M191000006,YANKTON PH,12587648,,2020-10-30,,1653.0,19.0,HUMAN SERVICES,,,,
2020-10-19,2855,CROSSROADS INN INC,12045532,,2020-10-30,,75.0,11.0,TRANSPORTATION,,,,
2020-10-17,8060045986,STAPLES CONTRACT & COMMERCIALC,12163692,01,2020-10-30,,121.82,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-17,1100768486,INSIGHT DIRECT USA INC,12135080,,2020-10-30,,805.0,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-26,05EU-24,ANDERSON WESTERN INC,12027878,,2020-10-30,,19975.04,11.0,TRANSPORTATION,,,,
2020-09-29,202872227,GRAHAM TIRE NORTH,12029595,02,2020-10-30,,530.16,12.0,BUREAU OF ADMINISTRATION,,,,
2020-10-09,20200930-005,HUMAN SERVICE AGENCY,12031085,,2020-10-30,,685.05,27.0,UNIFIED JUDICIAL SYSTEMS,,,,
2020-10-16,6530451895,AUTOZONE INC,12578400,,2020-10-30,,60.0,11.0,TRANSPORTATION,,,,
