document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y,agency_code,agency_name
2020-07-08,21SC08E324-JUN,VOLUNTEERS OF AMERICA DAKOTAS,12012819,,2020-07-31,,6009.25,8.0,SOCIAL SERVICES,,,,
2020-07-16,0295356-IN,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-07-31,,1205.0,11.0,TRANSPORTATION,,,,
2020-07-15,IN3034562,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-07-31,,75.66,11.0,TRANSPORTATION,,,,
2020-07-15,IN3033483,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-07-31,,83.69,11.0,TRANSPORTATION,,,,
2020-07-15,5170720,IRON OUTFITTER WASTE SERVICES,12562857,,2020-07-31,,125.15,11.0,TRANSPORTATION,,,,
2020-07-22,U2764093,SIOUX VALLEY COOPERATIVE,12030270,,2020-07-31,,1099.71,6.0,"GAME, FISH AND PARKS",,,,
2020-06-30,SF1STMT063020,MOODY COUNTY AUDITOR,12054548,04,2020-07-31,,300.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,16144,MITTEN SOFTWARE INC,12441398,,2020-07-31,,650.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-10,07102020A,SOUTH DAKOTA VETERINARY,12036649,,2020-07-31,,1350.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-26,434091,"PIETZ, DUANE",12094638,,2020-07-31,,947.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-65,LINCOLN COUNTY AUDITOR,12054363,05,2020-07-31,400010,160.65,6.0,"GAME, FISH AND PARKS",,,,
2020-07-23,21SC08B618-JUN,NORTHEASTERN MENTAL HEALTH CTR,12030437,,2020-07-31,,5521.2,8.0,SOCIAL SERVICES,,,,
2020-07-01,0601-449-80 FY21,"DAWSON, DAVID R",12102813,,2020-07-31,410592,300.15,6.0,"GAME, FISH AND PARKS",,,,
2020-06-22,20200622,MINA LAKE SANITARY DISTRICT,12035357,,2020-07-31,,1213.31,6.0,"GAME, FISH AND PARKS",,,,
2020-05-26,603891820,HILLYARD,12026905,,2020-07-31,,128.84,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,WESSINGTON SPRINGS- CITY OF,12055223,,2020-07-31,,25261.58,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WESSINGTON-CITY OF,12055216,,2020-07-31,,7712.92,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WESTPORT-TOWN OF,12036895,,2020-07-31,,2476.3,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WINNER-CITY OF,12055263,,2020-07-31,,161841.26,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WOOD-CITY OF,12031366,,2020-07-31,,794.97,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WORTHING-TOWN OF,12037945,,2020-07-31,,12141.39,2.0,REVENUE,,,,
2020-07-06,1271916,GROSSENBURG IMPLEMENT INC,12033459,,2020-07-31,,54.04,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,YALE-TOWN OF,12037868,,2020-07-31,,982.68,2.0,REVENUE,,,,
2020-07-27,M021BTR001,YANKTON-CITY OF,12055287,,2020-07-31,,945205.37,2.0,REVENUE,,,,
2020-07-27,M021BTR001,TABOR-TOWN OF,12055117,,2020-07-31,,11857.2,2.0,REVENUE,,,,
2020-07-27,M021BTR001,SPENCER-TOWN OF,12055086,,2020-07-31,,2511.55,2.0,REVENUE,,,,
2020-07-28,M0232B2102,ROSCOE-CITY OF,12055023,,2020-07-31,,1871.93,2.0,REVENUE,,,,
2020-07-01,21SC08B604-JUN,HUMAN SERVICE AGENCY,12031085,,2020-07-31,,472.5,8.0,SOCIAL SERVICES,,,,
2020-07-10,14473,RUSHMORE COMPANIES INC,12211098,,2020-07-31,,180.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-10,2171,BUCKS ELECTRIC INC,12035420,,2020-07-31,,254.13,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-29,31525,LEIDHOLT MCNEELY & LEIDHOLT,12052921,,2020-07-31,,296.12,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-76 FY21,SD7 LLC,12390641,,2020-07-31,400017,347.45,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-71 FY21,BENNETT COUNTY TREASURER,12054828,01,2020-07-31,400015,400.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-01,0601-449-56 FY21,EDMUNDS COUNTY AUDITOR,12042303,02,2020-07-31,400006,66.74,6.0,"GAME, FISH AND PARKS",,,,
2020-07-08,T72286,HARVEYS LOCK SHOP INC,12053905,,2020-07-31,,56.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2019-03-01,1078,KEYSTONE CHAMBER OF COMMERCE,12038492,,2020-07-31,,275.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-08,29131,WAGNER LAND & DEVELOPMENT CO,12134840,,2020-07-31,,163.92,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-11,1148,TENNANTS AUTO CENTER,12118893,,2020-07-31,,23.94,6.0,"GAME, FISH AND PARKS",,,,
2020-07-27,M021BTR001,WENTWORTH-TOWN OF,12056105,,2020-07-31,,7076.2,2.0,REVENUE,,,,
2020-07-27,M021BTR001,WAKONDA-TOWN OF,12055180,,2020-07-31,,6053.81,2.0,REVENUE,,,,
2020-07-27,M021BTR001,VOLIN-TOWN OF,12056411,,2020-07-31,,1950.09,2.0,REVENUE,,,,
2020-07-28,IN3042702,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-07-31,,84.68,10.0,GOVERNOR'S OFFICE,,,,
2020-07-21,40966,KT CONNECTIONS INC,12048374,01,2020-07-31,,42.5,13.0,BUREAU OF INFORMATION & TELE.,,,,
2020-07-23,46593,CAPITAL STORAGE LLC,12285919,,2020-07-31,,170.0,13.0,BUREAU OF INFORMATION & TELE.,,,,
2020-07-27,M021BTR001,SHERMAN TOWN,12038176,,2020-07-31,,2630.1,2.0,REVENUE,,,,
2020-07-23,0174D,LYNNS DAKOTAMART INC,12051339,,2020-07-31,,6.0,12.0,BUREAU OF ADMINISTRATION,,,,
2020-07-06,IN740972,A & B BUSINESS INC,12036980,,2020-07-31,,63.32,12.0,BUREAU OF ADMINISTRATION,,,,
2020-07-20,21SC08B319-JUN,BEHAVIOR MANAGEMENT SYSTEMS,12030341,,2020-07-31,,1296.45,8.0,SOCIAL SERVICES,,,,
2020-07-20,21SC08E618-JUN,ACTION FOR THE BETTERMENT OF,12014680,,2020-07-31,,4704.0,8.0,SOCIAL SERVICES,,,,
2020-06-30,0014942-IN,RUSHMORE COMMUNICATIONS INC,12049589,,2020-07-31,,392.85,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-22,38329,DAVID R SMITH,12039071,,2020-07-31,,19.77,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-28,11949,ZEAL CNTR FOR ENTREPRENEURSHIP,12120648,,2020-07-31,,144.23,10.0,GOVERNOR'S OFFICE,,,,
2020-07-22,3691,PLANNING & DEVELOPMENT DISTIII,12033328,,2020-07-31,,6250.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-14,066-013930,MP FT PIERRE LLC,12511684,,2020-07-31,,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-17,369867,KELLY MIDWEST VENTURES LP,12141895,05,2020-07-31,,75.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-22,2020-112,SOUTHEASTERN COUNCIL OF GOVTS,12032140,,2020-07-31,,6250.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-08,V12115,FIRST DISTRICT ASSOCIATION OF,12033023,,2020-07-31,,6250.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-07,INH10371A,REGENCY MIDWEST VENTURES LTD,12177768,03,2020-07-31,,77.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-27,M021BTR001,CONDE-CITY OF,12056156,,2020-07-31,,4109.23,2.0,REVENUE,,,,
2020-07-07,INH10371E,REGENCY MIDWEST VENTURES LTD,12177768,03,2020-07-31,,77.0,10.0,GOVERNOR'S OFFICE,,,,
2020-07-20,43988310009-0720,MONTANA-DAKOTA UTILITIES,12020954,12,2020-07-31,,17.6,12.0,BUREAU OF ADMINISTRATION,,,,
2020-07-14,587-553528,MP FT PIERRE LLC,12511684,,2020-07-31,,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-04-27,489519,DOCKENDORF EQUIPMENT CO INC,12031567,,2020-07-31,,418.78,6.0,"GAME, FISH AND PARKS",,,,
2020-07-14,565-842971,MP FT PIERRE LLC,12511684,,2020-07-31,,77.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-06-17,215852,3D SPECIALTIES INC,12154482,,2020-07-31,,1427.67,6.0,"GAME, FISH AND PARKS",,,,
2020-07-24,16340390-21101,WORLD FUEL SERVICES INC,12226294,,2020-07-31,,106.48,6.0,"GAME, FISH AND PARKS",,,,
2020-07-29,M0232B2103,ONAKA-TOWN OF,12036465,,2020-07-31,,967.79,2.0,REVENUE,,,,
2020-07-23,SC12120G-238-9,LEWIS AND CLARK BEHAVIOR HEALT,12032509,02,2020-07-31,,27081.41,12.0,EDUCATION,,,,
2020-07-20,21SC08B318-JUN,SOUTHEASTERN BEHAVIORAL,12029954,,2020-07-31,,5426.83,8.0,SOCIAL SERVICES,,,,
2020-07-17,9849625,COLE PAPERS INC,12027125,,2020-07-31,,1396.0,8.0,SOCIAL SERVICES,,,,
2020-07-20,20SC030001 INV#2,"ADAMS, ROBERT P",12179392,,2020-07-31,,16663.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-25,03RR-13,BITUMINOUS PAVING INC,12022046,,2020-07-31,,318758.16,11.0,TRANSPORTATION,,,,
2020-06-01,909256906,GRAHAM TIRE CO OF ABERDEEN INC,12037441,,2020-07-31,,2451.44,11.0,TRANSPORTATION,,,,
2020-07-21,720,"GEPPERT, PAMELA",12084068,,2020-07-31,,250.0,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-15,INV7769686,MARCO TECHNOLOGIES LLC,12201534,,2020-07-31,,91.33,10.0,LABOR AND REGULATION,,,,
2020-07-15,2579345-6 JUN20,NORTHWESTERN ENERGY,12028962,15,2020-07-31,,403.72,10.0,LABOR AND REGULATION,,,,
2020-07-20,889801578720,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,23.29,11.0,TRANSPORTATION,,,,
2020-07-22,1200282679,HDR ENGINEERING INC,12058279,01,2020-07-31,,16861.25,11.0,TRANSPORTATION,,,,
2020-07-13,IN3030656,INNOVATIVE OFFICE SUPPLIES LLC,12550348,,2020-07-31,,973.21,10.0,LABOR AND REGULATION,,,,
2020-07-13,47670,BADGER STATE RECOVERY INC,12208910,,2020-07-31,,38.64,10.0,LABOR AND REGULATION,,,,
2020-07-13,0362981,SUDS & DUDS INC,12049672,,2020-07-31,,45.1,10.0,LABOR AND REGULATION,,,,
2020-07-12,11964344,VENTURE COMMUNICATIONS CO-OP,12030120,,2020-07-31,,149.74,10.0,LABOR AND REGULATION,,,,
2020-07-11,3311621355,PITNEY BOWES,12003284,08,2020-07-31,,2183.76,10.0,LABOR AND REGULATION,,,,
2020-07-08,IVC-2-1520180,VARI SALES CORPORATION,12605044,,2020-07-31,,90.0,10.0,LABOR AND REGULATION,,,,
2020-07-07,3450868794,STAPLES CONTRACT & COMMERCIALC,12163692,01,2020-07-31,,-17.2,10.0,LABOR AND REGULATION,,,,
2020-07-17,2563203-5 JUL20,NORTHWESTERN ENERGY,12028962,15,2020-07-31,,285.5,10.0,LABOR AND REGULATION,,,,
2020-07-23,21I019 JUL-JUN21,JANELLE A WEBER,12624935,,2020-07-31,418953,1049.95,10.0,LABOR AND REGULATION,,,,
2019-11-06,11062019,BROOKINGS COUNTY TITLE COMPANY,12624859,,2020-07-31,,393.5,11.0,TRANSPORTATION,,,,
2020-07-21,36699486,SURVEYMONKEYCOM LLC,12222444,,2020-07-31,,384.0,12.0,EDUCATION,,,,
2020-07-16,2020222,CALL ONE INC,12115928,,2020-07-31,,417.0,10.0,LABOR AND REGULATION,,,,
2020-07-20,IN744772,A & B BUSINESS INC,12036980,,2020-07-31,,77.37,11.0,TRANSPORTATION,,,,
2020-07-25,025D-15,RUNGE ENTERPRISES INC,12041059,,2020-07-31,,603057.1,11.0,TRANSPORTATION,,,,
2020-07-21,21SC08E624-JUN,LIFEWAYS INC,12117390,,2020-07-31,,6287.44,8.0,SOCIAL SERVICES,,,,
2020-07-10,0292450/0294862,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-07-31,,2206.0,12.0,EDUCATION,,,,
2020-07-23,6843,BROSZ ENGINEERING INC,12027853,02,2020-07-31,,3675.45,11.0,TRANSPORTATION,,,,
2020-07-16,082100405,YANKTON-CITY OF,12055287,,2020-07-31,,1787.5,8.0,SOCIAL SERVICES,,,,
2020-06-15,18342,PHEASANT COUNTRY EXPRESS INC,12010850,,2020-07-31,,4160.58,11.0,TRANSPORTATION,,,,
2020-07-08,SC12119A-472-2,UNIVERSITY OF SOUTH DAKOTA,USD,,2020-07-31,,1666.7,12.0,EDUCATION,,,,
2020-07-16,SC12120C-057-12,WATERTOWN SCHOOL DISTRICT,12055437,04,2020-07-31,,2333.37,12.0,EDUCATION,,,,
2020-06-30,24289,BLACK HILLS SPECIAL SVC COOP,12037282,17,2020-07-31,,26.22,19.0,HUMAN SERVICES,,,,
2020-07-07,2018542,CALL ONE INC,12115928,,2020-07-31,,92.0,10.0,LABOR AND REGULATION,,,,
2020-07-22,2019-CSW-026#8,MELLETTE CNTY CONSERVATION DIS,12031460,,2020-07-31,,9246.85,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-25,05D5-06,JOURNEY GROUP COMPANIES,12029062,,2020-07-31,,109721.66,11.0,TRANSPORTATION,,,,
2020-07-25,04XH-10,SCHWEIGERT CONSTRUCTION INC,12047112,,2020-07-31,,461135.2,11.0,TRANSPORTATION,,,,
2020-07-25,04D9-09,COMPLETE CONCRETE INC,12362085,,2020-07-31,,1200741.86,11.0,TRANSPORTATION,,,,
2020-07-24,02UM-08,HAMM CONTRACTING LLC,12368997,,2020-07-31,,29569.03,11.0,TRANSPORTATION,,,,
2020-07-07,2018537,CALL ONE INC,12115928,,2020-07-31,,187.8,10.0,LABOR AND REGULATION,,,,
2020-07-10,0294850/0292390,RIVERSIDE TECHNOLOGIES INC,12163031,,2020-07-31,,3265.0,12.0,EDUCATION,,,,
2020-07-04,842678964,THOMSON WEST,12118604,13,2020-07-31,,438.52,10.0,LABOR AND REGULATION,,,,
2020-07-31,27B4E305C9,CAPITAL AREA UNITED WAY,12042059,,2020-07-31,,2482.39,33.0,STATE AUDITOR,,,,
2020-07-20,INV7783341,MARCO TECHNOLOGIES LLC,12201534,,2020-07-31,,55.66,14.0,PUBLIC SAFETY,,,,
2020-07-20,IN745097,A & B BUSINESS INC,12036980,,2020-07-31,,69.34,14.0,PUBLIC SAFETY,,,,
2020-07-17,01-112952,PFEIFER IMPLEMENT CO INC,12030266,,2020-07-31,,109.2,11.0,TRANSPORTATION,,,,
2020-07-16,T72386,HARVEYS LOCK SHOP INC,12053905,,2020-07-31,,63.0,11.0,TRANSPORTATION,,,,
2020-07-16,S0365497,SUDS & DUDS INC,12049672,,2020-07-31,,131.31,11.0,TRANSPORTATION,,,,
2020-07-07,0361242,SUDS & DUDS INC,12049672,,2020-07-31,,23.06,10.0,LABOR AND REGULATION,,,,
2020-06-17,01 899514,STAN HOUSTON EQUIPMENT CO INC,12029693,,2020-07-31,,1014.0,11.0,TRANSPORTATION,,,,
2020-07-21,1380495,BARNEYS INC,12053932,,2020-07-31,,53.9,11.0,TRANSPORTATION,,,,
2020-07-23,02694,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,46.8,3.0,AGRICULTURE & NAT. RESOURCES,,,,
2020-07-27,M021BTR001,PUKWANA-TOWN OF,12037403,,2020-07-31,,5282.42,2.0,REVENUE,,,,
2020-07-22,SC12121C-004-F,SDACTE,12034932,02,2020-07-31,,2250.0,12.0,EDUCATION,,,,
2020-07-29,017767,SOUTH DAKOTA HEALTH &,12033092,,2020-07-31,,20468.0,11.0,BUREAU OF FINANCE & MANAGEMENT,,,,
2020-06-25,88066001,BOMGAARS SUPPLY INC,12024635,01,2020-07-31,,95.97,6.0,"GAME, FISH AND PARKS",,,,
2020-06-25,06252020,CHEYENNE RIVER SIOUX,12029542,03,2020-07-31,,210.0,6.0,"GAME, FISH AND PARKS",,,,
2020-06-24,977884,"PIETZ, DUANE",12094638,,2020-07-31,,129.6,6.0,"GAME, FISH AND PARKS",,,,
2020-06-24,150640,BAUMANN LUMBER INC,12014081,,2020-07-31,,780.0,6.0,"GAME, FISH AND PARKS",,,,
2020-06-25,20200625,NORTHWESTERN ENERGY,12028962,,2020-07-31,,10.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-28,M0232B2102,ROCKHAM-TOWN OF,12031754,,2020-07-31,,949.5,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MCINTOSH-CITY OF,12054794,01,2020-07-31,,5496.66,2.0,REVENUE,,,,
2020-07-27,M021BTR001,ROSHOLT-TOWN OF,12055030,,2020-07-31,,16277.32,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MENNO-CITY OF,12054834,,2020-07-31,,20092.9,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MOBRIDGE CITY OF,12054872,,2020-07-31,,184066.67,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MORRISTOWN-TOWN OF,12031369,,2020-07-31,,1549.47,2.0,REVENUE,,,,
2020-07-27,M021BTR001,MOUNT VERNON CITY OF,12054888,,2020-07-31,,8264.76,2.0,REVENUE,,,,
2020-07-27,M021BTR001,NEW EFFINGTON TOWN OF,12054906,01,2020-07-31,,6313.2,2.0,REVENUE,,,,
2020-07-02,SHA00032965558,SACRED HEART HEALTH SERVICES,12029786,,2020-07-31,,36.05,8.0,SOCIAL SERVICES,,,,
2020-07-27,M021BTR001,NEW WITTEN-TOWN OF,12033166,,2020-07-31,,941.38,2.0,REVENUE,,,,
2020-07-27,M021BTR001,NISLAND TOWN OF,12054914,,2020-07-31,,1453.17,2.0,REVENUE,,,,
2020-07-27,M021BTR001,OACOMA-TOWN OF,12031683,,2020-07-31,,54785.23,2.0,REVENUE,,,,
2020-07-27,M021BTR001,PARKER-CITY OF,12054939,,2020-07-31,,35106.87,2.0,REVENUE,,,,
2020-07-27,M021BTR001,PIEDMONT- MUNICIPALITY OF,12150180,,2020-07-31,,27149.47,2.0,REVENUE,,,,
2020-07-27,M021BTR001,PIERPONT TOWN OF,12056539,01,2020-07-31,,2347.3,2.0,REVENUE,,,,
2020-07-27,M021BTR001,PLANKINTON-CITY OF,12054976,01,2020-07-31,,20012.74,2.0,REVENUE,,,,
2020-07-27,M021BTR001,PRINGLE-TOWN OF,12037987,,2020-07-31,,2050.17,2.0,REVENUE,,,,
2020-07-09,21SC08B619-JUN,THREE RIVERS MENTAL HEALTH CTR,12033975,,2020-07-31,,360.79,8.0,SOCIAL SERVICES,,,,
2020-06-26,20484A2-2,GEOTEK ENG & TESTING SERV INC,12041703,,2020-07-31,,264.0,12.0,BUREAU OF ADMINISTRATION,,,,
2020-06-30,RC1GFPJ/J20,TRUGREEN,12017819,01,2020-07-31,,78000.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-13,SAVE-397806,US DEPT OF HOMELAND SECURITY,12143495,,2020-07-31,,81.0,10.0,LABOR AND REGULATION,,,,
2020-07-01,27349967,GREATAMERICA FINANCIAL SVC COR,12025514,,2020-07-31,,65.6,9.0,HEALTH,,,,
2020-06-30,24297,BLACK HILLS SPECIAL SERVICES,12037282,,2020-07-31,,39.33,19.0,HUMAN SERVICES,,,,
2020-06-20,3449464962X,STAPLES CONTRACT & COMMERCIALC,12163692,01,2020-07-31,,24.75,11.0,TRANSPORTATION,,,,
2020-07-25,02EF-04,JOURNEY GROUP COMPANIES,12029062,,2020-07-31,,73569.16,11.0,TRANSPORTATION,,,,
2020-07-23,SC12120C-042-F,FOUNDATION FOR ABERDEEN AREA,12017965,,2020-07-31,,100777.19,12.0,EDUCATION,,,,
2020-07-21,145055,WEGNER AUTO COMPANY INC,12031818,,2020-07-31,,28.9,11.0,TRANSPORTATION,,,,
2020-06-19,18934,HOSPITALITY PLUS,12053819,,2020-07-31,,375.0,11.0,TRANSPORTATION,,,,
2020-07-15,RPSV03390453,ALIMED INC,12002675,,2020-07-31,,245.15,8.0,SOCIAL SERVICES,,,,
2020-06-30,SC12120A-304-5,UNIVERSITY OF SOUTH DAKOTA,USD,,2020-07-31,,1124.81,12.0,EDUCATION,,,,
2020-07-22,29514,WAGNER LAND & DEVELOPMENT CO,12134840,,2020-07-31,,188.11,11.0,TRANSPORTATION,,,,
2020-07-17,0721987545 0720,BLACK HILLS POWER & LIGHT CO,12028526,,2020-07-31,,1973.4,10.0,LABOR AND REGULATION,,,,
2020-07-01,0601-449-47 FY21,SD7 LLC,12390641,,2020-07-31,409284,330.0,6.0,"GAME, FISH AND PARKS",,,,
2020-06-30,SC12120C-230-6,SOUTH DAKOTA PARENT CONNECTION,12039990,,2020-07-31,,10113.28,12.0,EDUCATION,,,,
2020-06-30,FI & WB 06/20,PRO-GREEN SOLUTIONS LLC,12621695,,2020-07-31,,3476.0,6.0,"GAME, FISH AND PARKS",,,,
2020-07-09,159251,HIGH POINT NETWORKS LLC,12295610,,2020-07-31,,16849.0,12.0,EDUCATION,,,,
2020-07-28,M0232H2104,NUGEN ENERGY LLC,12211787,,2020-07-31,,2749.36,2.0,REVENUE,,,,
2020-07-01,0601-449-70 FY21,"VANDERLINDEN, CHRISTOPHER",12532307,,2020-07-31,,300.0,6.0,"GAME, FISH AND PARKS",,,,
